/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220601/hwmetrics/results.instance-20220601-1914,21.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;19.116473
1;SP GFLOPS;6.080113
1;DP GFLOPS;1.215953
1;x87 GFLOPS;0.0
1;IPC;1.432830
1;Average CPU Frequency;3262991527.986240
1;Total Thread Count;
1;CPU Time;17.779020
0;Effective Physical Core Utilization;1.5% (0.935 out of 64)
1;Effective Logical Core Utilization;0.7% (0.930 out of 128)
0;Memory Bound;31.5
1;Cache Bound;20.6
1;DRAM Bound;7.6
1;NUMA: % of Remote Accesses;2.2
0;Vectorization;33.4
1;Instruction Mix;
2;SP FLOPs;8.4
3;Packed;93.7
4;128-bit;0.0
4;256-bit;13.3
4;512-bit;80.4
3;Scalar;6.3
2;DP FLOPs;17.7
3;Packed;4.7
4;128-bit;0.0
4;256-bit;0.0
4;512-bit;4.7
3;Scalar;95.3
2;x87 FLOPs;0.0
2;Non-FP;73.9
1;FP Arith/Mem Rd Instr. Ratio;1.022900
1;FP Arith/Mem Wr Instr. Ratio;2.715314
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../src/lmp_intel_cpu_intelmpi" "-in" "in.rhodo-e-7.scaled_864" "-pk" "intel" "0" "omp" "1" "mode" "mixed" "-sf" "intel" 
1;Operating System;5.13.0-1028-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;Computer Name;instance-20220601-1914
1;Result Size;3286281
1;Collection start time;19:08:08 01/06/2022 UTC
1;Collection stop time;19:08:27 01/06/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593979089
2;Logical CPU Count;128
