/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220531/hwmetrics/results.instance-20220530-1006,10.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;62.137279
1;SP GFLOPS;6.402338
1;DP GFLOPS;0.130038
1;x87 GFLOPS;0.0
1;IPC;1.423069
1;Average CPU Frequency;3295729268.848895
1;Total Thread Count;
1;CPU Time;61.517759
0;Effective Physical Core Utilization;1.5% (0.991 out of 64)
1;Effective Logical Core Utilization;0.8% (0.990 out of 128)
0;Memory Bound;17.4
1;Cache Bound;16.8
1;DRAM Bound;2.6
1;NUMA: % of Remote Accesses;1.1
0;Vectorization;76.9
1;Instruction Mix;
2;SP FLOPs;8.2
3;Packed;91.9
4;128-bit;0.0
4;256-bit;18.5
4;512-bit;73.4
3;Scalar;8.1
2;DP FLOPs;1.7
3;Packed;4.3
4;128-bit;0.0
4;256-bit;0.0
4;512-bit;4.3
3;Scalar;95.7
2;x87 FLOPs;0.0
2;Non-FP;90.1
1;FP Arith/Mem Rd Instr. Ratio;0.387589
1;FP Arith/Mem Wr Instr. Ratio;0.773828
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../src/lmp_intel_cpu_intelmpi" "-in" "in.rhodo.scaled_2048" "-pk" "intel" "0" "omp" "1" "mode" "single" "-sf" "intel" 
1;Operating System;5.13.0-1028-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;MPI Process Rank;2
1;Computer Name;instance-20220530-1006
1;Result Size;3286298
1;Collection start time;14:46:13 31/05/2022 UTC
1;Collection stop time;14:47:15 31/05/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593983901
2;Logical CPU Count;128
