power.draw [W], uuid
44.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
62.33 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
79.19 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
74.90 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
63.26 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
67.69 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
68.57 W, GPU-cd842589-7275-8f5f-1aa5-eaa25c84c372
72.04 W, GPU-6b6bb11e-e7a1-d9c1-79d1-cf6211990a7b
44.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
62.33 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
78.66 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
74.85 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
63.26 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
67.69 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
68.57 W, GPU-cd842589-7275-8f5f-1aa5-eaa25c84c372
72.04 W, GPU-6b6bb11e-e7a1-d9c1-79d1-cf6211990a7b
44.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
62.33 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
78.66 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
74.90 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
63.26 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
67.65 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
68.57 W, GPU-cd842589-7275-8f5f-1aa5-eaa25c84c372
72.04 W, GPU-6b6bb11e-e7a1-d9c1-79d1-cf6211990a7b
44.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
62.33 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
78.66 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
