power.draw [W], uuid
62.33 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
65.23 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
67.65 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
65.23 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
61.37 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
62.37 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
65.23 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
67.65 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
65.23 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
61.37 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
62.33 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
64.75 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
67.65 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
65.23 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
61.37 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
62.37 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
65.28 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
67.60 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
65.23 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
61.37 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
62.37 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
65.23 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
67.65 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
65.23 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
61.37 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
62.37 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
65.23 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
67.65 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
65.23 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
61.37 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
62.37 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
65.23 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
67.65 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
65.23 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
61.37 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
62.37 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
64.75 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
67.65 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
65.23 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
61.37 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
62.37 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
64.75 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
67.65 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
65.23 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
61.37 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
