/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220601/hwmetrics/results.instance-20220601-1914,2.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;0.923673
1;SP GFLOPS;3.241745
1;DP GFLOPS;0.493984
1;x87 GFLOPS;0.0
1;IPC;0.865875
1;Average CPU Frequency;2267825475.855817
1;Total Thread Count;
1;CPU Time;0.615363
0;Effective Physical Core Utilization;1.2% (0.760 out of 64)
1;Effective Logical Core Utilization;0.5% (0.666 out of 128)
0;Memory Bound;39.7
1;Cache Bound;36.3
1;DRAM Bound;1.8
1;NUMA: % of Remote Accesses;30.5
0;Vectorization;88.5
1;Instruction Mix;
2;SP FLOPs;11.4
3;Packed;98.8
4;128-bit;0.6
4;256-bit;0.0
4;512-bit;98.2
3;Scalar;1.2
2;DP FLOPs;4.9
3;Packed;64.8
4;128-bit;0.0
4;256-bit;0.5
4;512-bit;64.4
3;Scalar;35.2
2;x87 FLOPs;0.0
2;Non-FP;83.7
1;FP Arith/Mem Rd Instr. Ratio;0.830953
1;FP Arith/Mem Wr Instr. Ratio;1.942941
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../src/lmp_intel_cpu_intelmpi" "-in" "in.eam" "-pk" "intel" "0" "omp" "1" "mode" "single" "-sf" "intel" 
1;Operating System;5.13.0-1028-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;MPI Process Rank;1
1;Computer Name;instance-20220601-1914
1;Result Size;3286182
1;Collection start time;23:00:30 01/06/2022 UTC
1;Collection stop time;23:00:31 01/06/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593980045
2;Logical CPU Count;128
