TIMESTAMP,BENCH,TAG,CMD,EXEC_TIME,RES_FILE,ARCH_FILE,PERFORMANCE
02-02-2022_13:43:11.187920,hello,hello_test,./hello,0.643120527267456, hello02-02-2022_13:43:11.187920_out.txt,hello02-02-2022_13:43:11.187920_arch.txt,0.0
02-02-2022_13:44:04.990442,hello,hello_test,./hello,0.6321568489074707, hello02-02-2022_13:44:04.990442_out.txt,hello02-02-2022_13:44:04.990442_arch.txt,0.0
02-02-2022_13:46:48.221949,hello,hello_test,./hello,10.647851943969728, hello02-02-2022_13:46:48.221949_out.txt,hello02-02-2022_13:46:48.221949_arch.txt,0
