Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:15:34
Number of ranks;4
Ranks per node;4
OpenMP threads number, per Rank;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987345
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.eam.timer_4n_1ont_32k_aps
Elapsed Time, s;1.26
SP GFLOPS;6.67
DP GFLOPS;2.27
Average CPU Frequency, GHz;                      1.43
Instructions Per Cycle Rate;0.73
MPI Time, s;0.35
MPI Time, % of Elapsed Time;27.77
MPI Imbalance, s;0.03
MPI Imbalance, % of Elapsed Time;2.05

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.28
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;22.34
MPI Hotspot 2 - MPI_Wait, s;0.03
MPI Hotspot 2 - MPI_Wait, % of Elapsed Time;2.28
MPI Hotspot 3 - MPI_Bcast, s;0.02
MPI Hotspot 3 - MPI_Bcast, % of Elapsed Time;1.78
MPI Hotspot 4 - MPI_Send, s;0.01
MPI Hotspot 4 - MPI_Send, % of Elapsed Time;0.63
MPI Hotspot 5 - MPI_Allreduce, s;0.00
MPI Hotspot 5 - MPI_Allreduce, % of Elapsed Time;0.31
Memory Stalls, % of Pipeline Slots;21.50
Cache Stalls, % of Cycles;31.40
DRAM Stalls, % of Cycles;1.60
DRAM Bandwidth Peak, GB/s;18.37
DRAM Bandwidth Average, GB/s;0.99
DRAM Bandwidth Bound, %;0.00
NUMA, % of Remote Accesses;24.40
Vectorization, %;90.70
SP FLOPs, % of uOps;6.30
Packed, % from SP FP;100.00
SP 128-bit, %;0.90
SP 256-bit, %;0.00
SP 512-bit, %;99.10
SP Scalar, % from SP FP;0.00
DP FLOPs, % of uOps;5.20
DP Packed, % from DP FP;79.40
DP 128-bit, %;0.00
DP 256-bit, %;0.40
DP 512-bit, %;79.00
DP Scalar, % from DP FP;20.60
Non-FP, % of uOps;88.50
FP Arith/Mem Rd Instr. Ratio;0.61
FP Arith/Mem Wr Instr. Ratio;1.25
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;          529.00
Peak resident set node;instance-20220519-1049
Average resident set size,MB;          529.00
Per rank
Peak resident set size,MB;          135.00
Peak resident set rank;0
Average resident set size,MB;          132.25
Virtual
Per node
Peak memory consumption,MB;        11832.00
Peak memory consumption node;instance-20220519-1049
Average memory consumption,MB;        11832.00
Per rank
Peak memory consumption,MB;         2960.00
Peak memory consumption rank;1
Average memory consumption,MB;         2958.00
