Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-31 14:59:55
Number of ranks;16
Ranks per node;16
OpenMP threads number, per Rank;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593983901
Logical core count per node;128
Collector type;Driverless Perf per-process counting
Used statistics;./in.eam.scaled_864-single_16n_1ont_864k_aps
Elapsed Time, s;121.13
SP GFLOPS;33.94
DP GFLOPS;4.93
Average CPU Frequency, GHz;                     49.20
Instructions Per Cycle Rate;22.72
MPI Time, s;4.96
MPI Time, % of Elapsed Time;65.40
MPI Imbalance, s;3.82
MPI Imbalance, % of Elapsed Time;50.42

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Wait, s;3.40
MPI Hotspot 1 - MPI_Wait, % of Elapsed Time;45.00
MPI Hotspot 2 - MPI_Init, s;0.63
MPI Hotspot 2 - MPI_Init, % of Elapsed Time;8.37
MPI Hotspot 3 - MPI_Allreduce, s;0.58
MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time;7.62
MPI Hotspot 4 - MPI_Bcast, s;0.11
MPI Hotspot 4 - MPI_Bcast, % of Elapsed Time;1.45
MPI Hotspot 5 - MPI_Sendrecv, s;0.10
MPI Hotspot 5 - MPI_Sendrecv, % of Elapsed Time;1.36
Memory Stalls, % of Pipeline Slots;291.20
Cache Stalls, % of Cycles;308.50
DRAM Stalls, % of Cycles;23.60
Average DRAM Bandwidth;                 N/A
NUMA, % of Remote Accesses;16.50
Vectorization, %;1492.00
SP FLOPs, % of uOps;49.80
Packed, % from SP FP;1573.80
SP 128-bit, %;11.40
SP 256-bit, %;0.00
SP 512-bit, %;1561.90
SP Scalar, % from SP FP;26.20
DP FLOPs, % of uOps;17.90
DP Packed, % from DP FP;1256.60
DP 128-bit, %;0.00
DP 256-bit, %;13.10
DP 512-bit, %;1243.60
DP Scalar, % from DP FP;343.40
Non-FP, % of uOps;1532.30
FP Arith/Mem Rd Instr. Ratio;2.74
FP Arith/Mem Wr Instr. Ratio;5.16
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;         2612.00
Peak resident set node;instance-20220530-1006
Average resident set size,MB;         2612.00
Per rank
Peak resident set size,MB;          169.00
Peak resident set rank;0
Average resident set size,MB;          163.25
Virtual
Per node
Peak memory consumption,MB;        70938.00
Peak memory consumption node;instance-20220530-1006
Average memory consumption,MB;        70938.00
Per rank
Peak memory consumption,MB;         4435.00
Peak memory consumption rank;15
Average memory consumption,MB;         4433.62
| Counters, Memory and Disk usage statistics for all Ranks
Elapsed Time, s
  MIN;          121.13 ;Node instance-20220530-1006
  MAX;          121.13 ;Node instance-20220530-1006
  AVG;          121.13 ;

MPI Time, s
Total;           79.29 ;all ranks
  MIN;            3.44 ;Rank 8
  MAX;            6.21 ;Rank 12
  AVG;            4.96 ;

MPI Time, % of Elapsed Time
  MIN;           46.01 ;Rank 8
  MAX;           72.13 ;Rank 12
  AVG;           65.40 ;
  OUTLIER BY STATISTIC;           46.01 ;Rank 8
  OUTLIER BY STATISTIC;           48.12 ;Rank 0
  OUTLIER BY STATISTIC;           72.13 ;Rank 12
  OUTLIER BY STATISTIC;           70.03 ;Rank 9

MPI Imbalance, s
Total;           61.05 ;all ranks
  MIN;            1.04 ;Rank 0
  MAX;            4.36 ;Rank 10
  AVG;            3.82 ;

MPI Imbalance, % of Elapsed Time
  MIN;           13.76 ;Rank 0
  MAX;           58.33 ;Rank 10
  AVG;           50.42 ;

MPI Hotspot 1 - MPI_Wait, s
Total;           54.46 ;all ranks
  MIN;            2.06 ;Rank 8
  MAX;            3.81 ;Rank 9
  AVG;            3.40 ;

MPI Hotspot 1 - MPI_Wait, % of Elapsed Time
  MIN;           27.55 ;Rank 8
  MAX;           50.39 ;Rank 9
  AVG;           45.00 ;

MPI Hotspot 2 - MPI_Init, s
Total;           10.13 ;all ranks
  MIN;            0.52 ;Rank 11
  MAX;            1.68 ;Rank 12
  AVG;            0.63 ;
  OUTLIER BY STATISTIC;            1.68 ;Rank 12

MPI Hotspot 2 - MPI_Init, % of Elapsed Time
  MIN;            6.19 ;Rank 15
  MAX;           22.16 ;Rank 12
  AVG;            8.37 ;
  OUTLIER BY STATISTIC;           22.16 ;Rank 12

MPI Hotspot 3 - MPI_Allreduce, s
Total;            9.22 ;all ranks
  MIN;            0.30 ;Rank 0
  MAX;            0.90 ;Rank 2
  AVG;            0.58 ;

MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time
  MIN;            4.07 ;Rank 0
  MAX;           11.99 ;Rank 6
  AVG;            7.62 ;

MPI Hotspot 4 - MPI_Bcast, s
Total;            1.76 ;all ranks
  MIN;            0.08 ;Rank 0
  MAX;            0.13 ;Rank 10
  AVG;            0.11 ;

MPI Hotspot 4 - MPI_Bcast, % of Elapsed Time
  MIN;            1.03 ;Rank 0
  MAX;            1.69 ;Rank 10
  AVG;            1.45 ;

MPI Hotspot 5 - MPI_Sendrecv, s
Total;            1.64 ;all ranks
  MIN;            0.00 ;Rank 14
  MAX;            0.17 ;Rank 11
  AVG;            0.10 ;

MPI Hotspot 5 - MPI_Sendrecv, % of Elapsed Time
  MIN;            0.05 ;Rank 14
  MAX;            2.22 ;Rank 11
  AVG;            1.36 ;

OpenMP threads number, per Rank
  MIN;            1.00 ;Rank 0
  MAX;            1.00 ;Rank 15
  AVG;            1.00 ;

Disk I/O Bound, s
Total;            0.00 ;all ranks
  MIN;            0.00 ;Rank 0
  MAX;            0.00 ;Rank 15
  AVG;            0.00 ;

Resident Memory Usage per Rank, MB
Total;         2612.00 ;all ranks
  MIN;          160.00 ;Rank 2
  MAX;          169.00 ;Rank 0
  AVG;          163.25 ;

Resident Memory Usage per Node, MB
Total;         2612.00 ;all nodes
  MIN;         2612.00 ;Node instance-20220530-1006
  MAX;         2612.00 ;Node instance-20220530-1006
  AVG;         2612.00 ;

Virtual Memory Usage per Rank, MB
Total;        70938.00 ;all ranks
  MIN;         4431.00 ;Rank 1
  MAX;         4435.00 ;Rank 15
  AVG;         4433.62 ;

Virtual Memory Usage per Node, MB
Total;        70938.00 ;all nodes
  MIN;        70938.00 ;Node instance-20220530-1006
  MAX;        70938.00 ;Node instance-20220530-1006
  AVG;        70938.00 ;

Instructions Per Cycle Rate
  MIN;           22.72 ;Node instance-20220530-1006
  MAX;           22.72 ;Node instance-20220530-1006
  AVG;           22.72 ;

Average CPU Frequency, Hz
  MIN;  49202039415.29 ;Node instance-20220530-1006
  MAX;  49202039415.29 ;Node instance-20220530-1006
  AVG;  49202039415.29 ;

Physical Core Utilization, %
  MIN;           22.20 ;Node instance-20220530-1006
  MAX;           22.20 ;Node instance-20220530-1006
  AVG;           22.20 ;

Average Physical Core Utilization, out of 1024 Physical Cores
  MIN;           13.99 ;Node instance-20220530-1006
  MAX;           13.99 ;Node instance-20220530-1006
  AVG;           13.99 ;

Memory Stalls, % of Pipeline Slots
  MIN;          291.20 ;Node instance-20220530-1006
  MAX;          291.20 ;Node instance-20220530-1006
  AVG;          291.20 ;

Cache Stalls, % of Cycles
  MIN;          308.50 ;Node instance-20220530-1006
  MAX;          308.50 ;Node instance-20220530-1006
  AVG;          308.50 ;

DRAM Stalls, % of Cycles
  MIN;           23.60 ;Node instance-20220530-1006
  MAX;           23.60 ;Node instance-20220530-1006
  AVG;           23.60 ;

NUMA, % of Remote Accesses
  MIN;           16.50 ;Node instance-20220530-1006
  MAX;           16.50 ;Node instance-20220530-1006
  AVG;           16.50 ;

SP GFLOPS
Total;           33.94 ;all nodes
  MIN;           33.94 ;Node instance-20220530-1006
  MAX;           33.94 ;Node instance-20220530-1006
  AVG;           33.94 ;

DP GFLOPS
Total;            4.93 ;all nodes
  MIN;            4.93 ;Node instance-20220530-1006
  MAX;            4.93 ;Node instance-20220530-1006
  AVG;            4.93 ;

Vectorization, %
  MIN;         1492.00 ;Node instance-20220530-1006
  MAX;         1492.00 ;Node instance-20220530-1006
  AVG;         1492.00 ;

SP FLOPs, % of uOps
  MIN;           49.80 ;Node instance-20220530-1006
  MAX;           49.80 ;Node instance-20220530-1006
  AVG;           49.80 ;

Packed, % from SP FP
  MIN;         1573.80 ;Node instance-20220530-1006
  MAX;         1573.80 ;Node instance-20220530-1006
  AVG;         1573.80 ;

SP 128-bit, %
  MIN;           11.40 ;Node instance-20220530-1006
  MAX;           11.40 ;Node instance-20220530-1006
  AVG;           11.40 ;

SP 256-bit, %
  MIN;            0.00 ;Node instance-20220530-1006
  MAX;            0.00 ;Node instance-20220530-1006
  AVG;            0.00 ;

SP 512-bit, %
  MIN;         1561.90 ;Node instance-20220530-1006
