Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:57:07
Number of ranks;16
Ranks per node;16
OpenMP threads number, per Rank;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987292
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.chute.timer_16n_1ont_2048k_aps
Elapsed Time, s;1.46
SP GFLOPS;0.00
DP GFLOPS;0.01
Average CPU Frequency, GHz;                      1.36
Instructions Per Cycle Rate;1.43
MPI Time, s;0.74
MPI Time, % of Elapsed Time;50.56
MPI Imbalance, s;0.03
MPI Imbalance, % of Elapsed Time;2.04

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.68
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;46.73
MPI Hotspot 2 - MPI_Bcast, s;0.04
MPI Hotspot 2 - MPI_Bcast, % of Elapsed Time;2.85
MPI Hotspot 3 - MPI_Finalize, s;0.00
MPI Hotspot 3 - MPI_Finalize, % of Elapsed Time;0.27
MPI Hotspot 4 - MPI_Allreduce, s;0.00
MPI Hotspot 4 - MPI_Allreduce, % of Elapsed Time;0.25
MPI Hotspot 5 - MPI_Wait, s;0.00
MPI Hotspot 5 - MPI_Wait, % of Elapsed Time;0.20
Memory Stalls, % of Pipeline Slots;8.60
Cache Stalls, % of Cycles;18.50
DRAM Stalls, % of Cycles;2.30
DRAM Bandwidth Peak, GB/s;54.06
DRAM Bandwidth Average, GB/s;2.50
DRAM Bandwidth Bound, %;1.60
NUMA, % of Remote Accesses;4.20
Vectorization, %;11.60
SP FLOPs, % of uOps;0.00
DP FLOPs, % of uOps;0.10
DP Packed, % from DP FP;11.60
DP 128-bit, %;0.00
DP 256-bit, %;0.00
DP 512-bit, %;11.60
DP Scalar, % from DP FP;88.40
Non-FP, % of uOps;99.90
FP Arith/Mem Rd Instr. Ratio;0.00
FP Arith/Mem Wr Instr. Ratio;0.00
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;         1999.00
Peak resident set node;instance-20220519-1049
Average resident set size,MB;         1999.00
Per rank
Peak resident set size,MB;          127.00
Peak resident set rank;5
Average resident set size,MB;          124.94
Virtual
Per node
Peak memory consumption,MB;        62742.00
Peak memory consumption node;instance-20220519-1049
Average memory consumption,MB;        62742.00
Per rank
Peak memory consumption,MB;         3925.00
Peak memory consumption rank;15
Average memory consumption,MB;         3921.38
