Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:04:49
OpenMP threads number, per Process;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987149
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.lj.timer_1n_1ont_256k_aps
Elapsed Time, s;5.30
SP GFLOPS;5.34
DP GFLOPS;1.89
Average CPU Frequency, GHz;                      1.44
Instructions Per Cycle Rate;0.60
MPI Time, s;0.08
MPI Time, % of Elapsed Time;1.51
MPI Imbalance;                            N/A*

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.07
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;1.37
MPI Hotspot 2 - MPI_Finalize, s;0.01
MPI Hotspot 2 - MPI_Finalize, % of Elapsed Time;0.11
MPI Hotspot 3 - MPI_Allreduce, s;0.00
MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time;0.01
MPI Hotspot 4 - MPI_Barrier, s;0.00
MPI Hotspot 4 - MPI_Barrier, % of Elapsed Time;0.01
MPI Hotspot 5 - MPI_Bcast, s;0.00
MPI Hotspot 5 - MPI_Bcast, % of Elapsed Time;0.00
Memory Stalls, % of Pipeline Slots;20.50
Cache Stalls, % of Cycles;22.90
DRAM Stalls, % of Cycles;3.70
DRAM Bandwidth Peak, GB/s;6.18
DRAM Bandwidth Average, GB/s;1.68
DRAM Bandwidth Bound, %;0.00
NUMA, % of Remote Accesses;1.70
Vectorization, %;90.00
SP FLOPs, % of uOps;6.30
Packed, % from SP FP;100.00
SP 128-bit, %;0.00
SP 256-bit, %;0.00
SP 512-bit, %;100.00
SP Scalar, % from SP FP;0.00
DP FLOPs, % of uOps;5.50
DP Packed, % from DP FP;78.50
DP 128-bit, %;0.00
DP 256-bit, %;0.00
DP 512-bit, %;78.50
DP Scalar, % from DP FP;21.50
Non-FP, % of uOps;88.20
FP Arith/Mem Rd Instr. Ratio;1.00
FP Arith/Mem Wr Instr. Ratio;2.13
Disk I/O Bound, s;0.00
Memory Footprint
Resident,MB;        229.00
Virtual,MB;       2855.00
| Counters, Memory and Disk usage statistics for all Ranks
Elapsed Time, s
  MIN;            5.30 ;Node instance-20220519-1049
  MAX;            5.30 ;Node instance-20220519-1049
  AVG;            5.30 ;

MPI Time, s
Total;            0.08 ;all ranks
  MIN;            0.08 ;Rank 0
  MAX;            0.08 ;Rank 0
  AVG;            0.08 ;

MPI Time, % of Elapsed Time
  MIN;            1.51 ;Rank 0
  MAX;            1.51 ;Rank 0
  AVG;            1.51 ;

MPI Imbalance, s
Total;            0.00 ;all ranks
  MIN;            0.00 ;Rank 0
  MAX;            0.00 ;Rank 0
  AVG;            0.00 ;

MPI Hotspot 1 - MPI_Init, s
Total;            0.07 ;all ranks
  MIN;            0.07 ;Rank 0
  MAX;            0.07 ;Rank 0
  AVG;            0.07 ;

MPI Hotspot 1 - MPI_Init, % of Elapsed Time
  MIN;            1.37 ;Rank 0
  MAX;            1.37 ;Rank 0
  AVG;            1.37 ;

MPI Hotspot 2 - MPI_Finalize, s
Total;            0.01 ;all ranks
  MIN;            0.01 ;Rank 0
  MAX;            0.01 ;Rank 0
  AVG;            0.01 ;

MPI Hotspot 2 - MPI_Finalize, % of Elapsed Time
  MIN;            0.11 ;Rank 0
  MAX;            0.11 ;Rank 0
  AVG;            0.11 ;

MPI Hotspot 3 - MPI_Allreduce, s
Total;            0.00 ;all ranks
  MIN;            0.00 ;Rank 0
  MAX;            0.00 ;Rank 0
  AVG;            0.00 ;

MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time
  MIN;            0.01 ;Rank 0
  MAX;            0.01 ;Rank 0
  AVG;            0.01 ;

MPI Hotspot 4 - MPI_Barrier, s
Total;            0.00 ;all ranks
  MIN;            0.00 ;Rank 0
  MAX;            0.00 ;Rank 0
  AVG;            0.00 ;

MPI Hotspot 4 - MPI_Barrier, % of Elapsed Time
  MIN;            0.01 ;Rank 0
  MAX;            0.01 ;Rank 0
  AVG;            0.01 ;

MPI Hotspot 5 - MPI_Bcast, s
Total;            0.00 ;all ranks
  MIN;            0.00 ;Rank 0
  MAX;            0.00 ;Rank 0
  AVG;            0.00 ;

MPI Hotspot 5 - MPI_Bcast, % of Elapsed Time
  MIN;            0.00 ;Rank 0
  MAX;            0.00 ;Rank 0
  AVG;            0.00 ;

OpenMP threads number, per Process
  MIN;            1.00 ;Rank 0
  MAX;            1.00 ;Rank 0
  AVG;            1.00 ;

Disk I/O Bound, s
Total;            0.00 ;all ranks
  MIN;            0.00 ;Rank 0
  MAX;            0.00 ;Rank 0
  AVG;            0.00 ;

Resident Memory Usage per Rank, MB
Total;          229.00 ;all ranks
  MIN;          229.00 ;Rank 0
  MAX;          229.00 ;Rank 0
  AVG;          229.00 ;

Resident Memory Usage per Node, MB
Total;          229.00 ;all nodes
  MIN;          229.00 ;Node instance-20220519-1049
  MAX;          229.00 ;Node instance-20220519-1049
  AVG;          229.00 ;

Virtual Memory Usage per Rank, MB
Total;         2855.00 ;all ranks
  MIN;         2855.00 ;Rank 0
  MAX;         2855.00 ;Rank 0
  AVG;         2855.00 ;

Virtual Memory Usage per Node, MB
Total;         2855.00 ;all nodes
  MIN;         2855.00 ;Node instance-20220519-1049
  MAX;         2855.00 ;Node instance-20220519-1049
  AVG;         2855.00 ;

Instructions Per Cycle Rate
  MIN;            0.60 ;Node instance-20220519-1049
  MAX;            0.60 ;Node instance-20220519-1049
  AVG;            0.60 ;

Average CPU Frequency, Hz
  MIN;   1436785224.85 ;Node instance-20220519-1049
  MAX;   1436785224.85 ;Node instance-20220519-1049
  AVG;   1436785224.85 ;

Physical Core Utilization, %
  MIN;            4.40 ;Node instance-20220519-1049
  MAX;            4.40 ;Node instance-20220519-1049
  AVG;            4.40 ;

Average Physical Core Utilization, out of 64 Physical Cores
  MIN;            2.79 ;Node instance-20220519-1049
  MAX;            2.79 ;Node instance-20220519-1049
  AVG;            2.79 ;

Memory Stalls, % of Pipeline Slots
  MIN;           20.50 ;Node instance-20220519-1049
  MAX;           20.50 ;Node instance-20220519-1049
  AVG;           20.50 ;

Cache Stalls, % of Cycles
  MIN;           22.90 ;Node instance-20220519-1049
  MAX;           22.90 ;Node instance-20220519-1049
  AVG;           22.90 ;

DRAM Stalls, % of Cycles
  MIN;            3.70 ;Node instance-20220519-1049
  MAX;            3.70 ;Node instance-20220519-1049
  AVG;            3.70 ;

NUMA, % of Remote Accesses
  MIN;            1.70 ;Node instance-20220519-1049
  MAX;            1.70 ;Node instance-20220519-1049
  AVG;            1.70 ;

DRAM Bandwidth Peak, GB/s
  MIN;            6.18 ;Node instance-20220519-1049
  MAX;            6.18 ;Node instance-20220519-1049
  AVG;            6.18 ;

DRAM Bandwidth Average, GB/s
  MIN;            1.68 ;Node instance-20220519-1049
  MAX;            1.68 ;Node instance-20220519-1049
  AVG;            1.68 ;

DRAM Bandwidth Bound, %
  MIN;            0.00 ;Node instance-20220519-1049
  MAX;            0.00 ;Node instance-20220519-1049
  AVG;            0.00 ;

SP GFLOPS
Total;            5.34 ;all nodes
  MIN;            5.34 ;Node instance-20220519-1049
  MAX;            5.34 ;Node instance-20220519-1049
  AVG;            5.34 ;

DP GFLOPS
Total;            1.89 ;all nodes
  MIN;            1.89 ;Node instance-20220519-1049
  MAX;            1.89 ;Node instance-20220519-1049
  AVG;            1.89 ;

Vectorization, %
  MIN;           90.00 ;Node instance-20220519-1049
  MAX;           90.00 ;Node instance-20220519-1049
  AVG;           90.00 ;

SP FLOPs, % of uOps
  MIN;            6.30 ;Node instance-20220519-1049
  MAX;            6.30 ;Node instance-20220519-1049
  AVG;            6.30 ;

Packed, % from SP FP
  MIN;          100.00 ;Node instance-20220519-1049
  MAX;          100.00 ;Node instance-20220519-1049
  AVG;          100.00 ;

SP 128-bit, %
  MIN;            0.00 ;Node instance-20220519-1049
  MAX;            0.00 ;Node instance-20220519-1049
