Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:25:27
Number of ranks;4
Ranks per node;4
OpenMP threads number, per Rank;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987112
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.eam.timer_4n_1ont_2048k_aps
Elapsed Time, s;23.36
SP GFLOPS;20.27
DP GFLOPS;6.80
Average CPU Frequency, GHz;                      2.63
Instructions Per Cycle Rate;0.81
MPI Time, s;1.06
MPI Time, % of Elapsed Time;4.53
MPI Imbalance, s;0.48
MPI Imbalance, % of Elapsed Time;2.08

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Wait, s;0.36
MPI Hotspot 1 - MPI_Wait, % of Elapsed Time;1.56
MPI Hotspot 2 - MPI_Init, s;0.30
MPI Hotspot 2 - MPI_Init, % of Elapsed Time;1.29
MPI Hotspot 3 - MPI_Send, s;0.28
MPI Hotspot 3 - MPI_Send, % of Elapsed Time;1.19
MPI Hotspot 4 - MPI_Sendrecv, s;0.08
MPI Hotspot 4 - MPI_Sendrecv, % of Elapsed Time;0.33
MPI Hotspot 5 - MPI_Allreduce, s;0.02
MPI Hotspot 5 - MPI_Allreduce, % of Elapsed Time;0.09
Memory Stalls, % of Pipeline Slots;35.00
Cache Stalls, % of Cycles;31.80
DRAM Stalls, % of Cycles;5.70
DRAM Bandwidth Peak, GB/s;56.04
DRAM Bandwidth Average, GB/s;8.59
DRAM Bandwidth Bound, %;4.80
NUMA, % of Remote Accesses;0.70
Vectorization, %;94.70
SP FLOPs, % of uOps;7.70
Packed, % from SP FP;100.00
SP 128-bit, %;0.80
SP 256-bit, %;0.00
SP 512-bit, %;99.20
SP Scalar, % from SP FP;0.00
DP FLOPs, % of uOps;5.80
DP Packed, % from DP FP;87.50
DP 128-bit, %;0.00
DP 256-bit, %;0.30
DP 512-bit, %;87.20
DP Scalar, % from DP FP;12.50
Non-FP, % of uOps;86.50
FP Arith/Mem Rd Instr. Ratio;0.84
FP Arith/Mem Wr Instr. Ratio;2.20
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;         1468.00
Peak resident set node;instance-20220519-1049
Average resident set size,MB;         1468.00
Per rank
Peak resident set size,MB;          369.00
Peak resident set rank;0
Average resident set size,MB;          367.00
Virtual
Per node
Peak memory consumption,MB;        31044.00
Peak memory consumption node;instance-20220519-1049
Average memory consumption,MB;        31044.00
Per rank
Peak memory consumption,MB;         7763.00
Peak memory consumption rank;2
Average memory consumption,MB;         7761.00
