Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:25:23
Number of ranks;2
Ranks per node;2
OpenMP threads number, per Rank;1
Used statistics;./in.eam.timer_2n_1ont_2048k_aps
Elapsed Time, s;1.37
MPI Time, s;0.68
MPI Time, % of Elapsed Time;58.52
MPI Imbalance, s;0.07
MPI Imbalance, % of Elapsed Time;7.68

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.66
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;67.53
MPI Hotspot 2 - MPI_Allreduce, s;0.00
MPI Hotspot 2 - MPI_Allreduce, % of Elapsed Time;0.38
MPI Hotspot 3 - MPI_Bcast, s;0.00
MPI Hotspot 3 - MPI_Bcast, % of Elapsed Time;0.25
MPI Hotspot 4 - MPI_Sendrecv, s;0.00
MPI Hotspot 4 - MPI_Sendrecv, % of Elapsed Time;0.24
MPI Hotspot 5 - MPI_Wait, s;0.00
MPI Hotspot 5 - MPI_Wait, % of Elapsed Time;0.14
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;         1181.00
Peak resident set node;instance-20220519-1049
Average resident set size,MB;         1181.00
Per rank
Peak resident set size,MB;          592.00
Peak resident set rank;0
Average resident set size,MB;          590.50
Virtual
Per node
Peak memory consumption,MB;         6991.00
Peak memory consumption node;instance-20220519-1049
Average memory consumption,MB;         6991.00
Per rank
Peak memory consumption,MB;         3497.00
Peak memory consumption rank;0
Average memory consumption,MB;         3495.50
