Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:03:23
Number of ranks;2
Ranks per node;2
OpenMP threads number, per Rank;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987303
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.lj.timer_2n_1ont_32k_aps
Elapsed Time, s;1.43
SP GFLOPS;2.64
DP GFLOPS;0.99
Average CPU Frequency, GHz;                      1.28
Instructions Per Cycle Rate;0.67
MPI Time, s;0.64
MPI Time, % of Elapsed Time;44.97
MPI Imbalance, s;0.01
MPI Imbalance, % of Elapsed Time;0.37

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.62
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;42.98
MPI Hotspot 2 - MPI_Wait, s;0.01
MPI Hotspot 2 - MPI_Wait, % of Elapsed Time;0.98
MPI Hotspot 3 - MPI_Send, s;0.01
MPI Hotspot 3 - MPI_Send, % of Elapsed Time;0.42
MPI Hotspot 4 - MPI_Bcast, s;0.00
MPI Hotspot 4 - MPI_Bcast, % of Elapsed Time;0.31
MPI Hotspot 5 - MPI_Finalize, s;0.00
MPI Hotspot 5 - MPI_Finalize, % of Elapsed Time;0.10
Memory Stalls, % of Pipeline Slots;19.60
Cache Stalls, % of Cycles;25.00
DRAM Stalls, % of Cycles;5.40
DRAM Bandwidth Peak, GB/s;7.30
DRAM Bandwidth Average, GB/s;1.22
DRAM Bandwidth Bound, %;0.00
NUMA, % of Remote Accesses;5.90
Vectorization, %;89.20
SP FLOPs, % of uOps;3.70
Packed, % from SP FP;100.00
SP 128-bit, %;0.00
SP 256-bit, %;0.00
SP 512-bit, %;100.00
SP Scalar, % from SP FP;0.00
DP FLOPs, % of uOps;3.40
DP Packed, % from DP FP;77.60
DP 128-bit, %;0.00
DP 256-bit, %;0.00
DP 512-bit, %;77.60
DP Scalar, % from DP FP;22.40
Non-FP, % of uOps;92.90
FP Arith/Mem Rd Instr. Ratio;0.44
FP Arith/Mem Wr Instr. Ratio;0.84
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;          825.00
Peak resident set node;instance-20220519-1049
Average resident set size,MB;          825.00
Per rank
Peak resident set size,MB;          414.00
Peak resident set rank;1
Average resident set size,MB;          412.50
Virtual
Per node
Peak memory consumption,MB;         6684.00
Peak memory consumption node;instance-20220519-1049
Average memory consumption,MB;         6684.00
Per rank
Peak memory consumption,MB;         3344.00
Peak memory consumption rank;1
Average memory consumption,MB;         3342.00
