Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-26 17:30:00
OpenMP threads number, per Process;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593975869
Logical core count per node;128
Collector type;Driverless Perf per-process counting
Used statistics;./in.chain_1n_1ont_32k_aps
Elapsed Time, s;0.92
SP GFLOPS;1.83
DP GFLOPS;0.94
Average CPU Frequency, GHz;                      3.04
Instructions Per Cycle Rate;1.63
MPI Time, s;0.06
MPI Time, % of Elapsed Time;6.73
MPI Imbalance;                            N/A*

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.06
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;6.38
MPI Hotspot 2 - MPI_Finalize, s;0.00
MPI Hotspot 2 - MPI_Finalize, % of Elapsed Time;0.17
MPI Hotspot 3 - MPI_Alltoallv, s;0.00
MPI Hotspot 3 - MPI_Alltoallv, % of Elapsed Time;0.11
MPI Hotspot 4 - MPI_Allreduce, s;0.00
MPI Hotspot 4 - MPI_Allreduce, % of Elapsed Time;0.02
MPI Hotspot 5 - MPI_Bcast, s;0.00
MPI Hotspot 5 - MPI_Bcast, % of Elapsed Time;0.02
Memory Stalls, % of Pipeline Slots;15.10
Cache Stalls, % of Cycles;15.30
DRAM Stalls, % of Cycles;0.60
Average DRAM Bandwidth;                 N/A
NUMA, % of Remote Accesses;53.60
Vectorization, %;39.70
SP FLOPs, % of uOps;4.60
Packed, % from SP FP;48.60
SP 128-bit, %;0.00
SP 256-bit, %;0.00
SP 512-bit, %;48.60
SP Scalar, % from SP FP;51.40
DP FLOPs, % of uOps;5.90
DP Packed, % from DP FP;32.80
DP 128-bit, %;0.00
DP 256-bit, %;0.00
DP 512-bit, %;32.80
DP Scalar, % from DP FP;67.20
Non-FP, % of uOps;89.50
FP Arith/Mem Rd Instr. Ratio;0.40
FP Arith/Mem Wr Instr. Ratio;1.04
Disk I/O Bound, s;0.00
Memory Footprint
Resident,MB;        138.00
Virtual,MB;        746.00
| Counters, Memory and Disk usage statistics for all Ranks
Elapsed Time, s
  MIN;            0.92 ;Node instance-20220526-1048
  MAX;            0.92 ;Node instance-20220526-1048
