Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:22:28
Number of ranks;32
Ranks per node;32
OpenMP threads number, per Rank;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987127
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.eam.timer_32n_1ont_864k_aps
Elapsed Time, s;3.76
SP GFLOPS;53.79
DP GFLOPS;17.47
Average CPU Frequency, GHz;                      2.24
Instructions Per Cycle Rate;0.80
MPI Time, s;1.43
MPI Time, % of Elapsed Time;38.07
MPI Imbalance, s;0.03
MPI Imbalance, % of Elapsed Time;0.86

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;1.31
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;34.78
MPI Hotspot 2 - MPI_Wait, s;0.06
MPI Hotspot 2 - MPI_Wait, % of Elapsed Time;1.62
MPI Hotspot 3 - MPI_Bcast, s;0.03
MPI Hotspot 3 - MPI_Bcast, % of Elapsed Time;0.67
MPI Hotspot 4 - MPI_Send, s;0.01
MPI Hotspot 4 - MPI_Send, % of Elapsed Time;0.40
MPI Hotspot 5 - MPI_Allreduce, s;0.01
MPI Hotspot 5 - MPI_Allreduce, % of Elapsed Time;0.30
Memory Stalls, % of Pipeline Slots;33.00
Cache Stalls, % of Cycles;29.30
DRAM Stalls, % of Cycles;4.80
DRAM Bandwidth Peak, GB/s;124.11
DRAM Bandwidth Average, GB/s;24.15
DRAM Bandwidth Bound, %;42.70
NUMA, % of Remote Accesses;1.20
Vectorization, %;93.90
SP FLOPs, % of uOps;7.60
Packed, % from SP FP;100.00
SP 128-bit, %;1.10
SP 256-bit, %;0.00
SP 512-bit, %;98.90
SP Scalar, % from SP FP;0.00
DP FLOPs, % of uOps;5.60
DP Packed, % from DP FP;85.70
DP 128-bit, %;0.00
DP 256-bit, %;0.50
DP 512-bit, %;85.20
DP Scalar, % from DP FP;14.30
Non-FP, % of uOps;86.80
FP Arith/Mem Rd Instr. Ratio;0.79
FP Arith/Mem Wr Instr. Ratio;2.00
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;         4553.00
Peak resident set node;instance-20220519-1049
Average resident set size,MB;         4553.00
Per rank
Peak resident set size,MB;          147.00
Peak resident set rank;0
Average resident set size,MB;          142.28
Virtual
Per node
Peak memory consumption,MB;       177698.00
Peak memory consumption node;instance-20220519-1049
Average memory consumption,MB;       177698.00
Per rank
Peak memory consumption,MB;         5555.00
Peak memory consumption rank;30
Average memory consumption,MB;         5553.06
