Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-30 08:53:31
Number of ranks;16
Ranks per node;16
OpenMP threads number, per Rank;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593984126
Logical core count per node;128
Collector type;Driverless Perf per-process counting
Used statistics;./in.rhodo-e-5_16n_1ont_32k_aps
Elapsed Time, s;84.24
SP GFLOPS;111.07
DP GFLOPS;11.17
Average CPU Frequency, GHz;                     43.03
Instructions Per Cycle Rate;22.60
MPI Time, s;1.46
MPI Time, % of Elapsed Time;27.65
MPI Imbalance, s;0.15
MPI Imbalance, % of Elapsed Time;2.93

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.73
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;13.88
MPI Hotspot 2 - MPI_Wait, s;0.29
MPI Hotspot 2 - MPI_Wait, % of Elapsed Time;5.55
MPI Hotspot 3 - MPI_Allreduce, s;0.13
MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time;2.38
MPI Hotspot 4 - MPI_Waitany, s;0.12
MPI Hotspot 4 - MPI_Waitany, % of Elapsed Time;2.37
MPI Hotspot 5 - MPI_Send, s;0.10
MPI Hotspot 5 - MPI_Send, % of Elapsed Time;1.89
Memory Stalls, % of Pipeline Slots;425.50
Cache Stalls, % of Cycles;377.40
DRAM Stalls, % of Cycles;38.00
Average DRAM Bandwidth;                 N/A
NUMA, % of Remote Accesses;107.40
Vectorization, %;1026.60
SP FLOPs, % of uOps;202.80
Packed, % from SP FP;1481.90
SP 128-bit, %;0.00
SP 256-bit, %;329.40
SP 512-bit, %;1152.90
SP Scalar, % from SP FP;118.10
DP FLOPs, % of uOps;122.90
DP Packed, % from DP FP;276.40
DP 128-bit, %;0.00
DP 256-bit, %;0.00
DP 512-bit, %;276.40
DP Scalar, % from DP FP;1323.60
Non-FP, % of uOps;1274.10
FP Arith/Mem Rd Instr. Ratio;13.96
FP Arith/Mem Wr Instr. Ratio;39.43
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;         2764.00
Peak resident set node;instance-20220530-1006
Average resident set size,MB;         2764.00
Per rank
Peak resident set size,MB;          175.00
Peak resident set rank;15
Average resident set size,MB;          172.75
Virtual
Per node
Peak memory consumption,MB;        64606.00
Peak memory consumption node;instance-20220530-1006
Average memory consumption,MB;        64606.00
Per rank
Peak memory consumption,MB;         4042.00
Peak memory consumption rank;9
Average memory consumption,MB;         4037.88
| Counters, Memory and Disk usage statistics for all Ranks
Elapsed Time, s
  MIN;           84.24 ;Node instance-20220530-1006
  MAX;           84.24 ;Node instance-20220530-1006
  AVG;           84.24 ;

MPI Time, s
Total;           23.42 ;all ranks
  MIN;            1.18 ;Rank 13
  MAX;            2.41 ;Rank 4
  AVG;            1.46 ;
  OUTLIER BY STATISTIC;            2.41 ;Rank 4

MPI Time, % of Elapsed Time
  MIN;           22.92 ;Rank 13
  MAX;           38.93 ;Rank 4
  AVG;           27.65 ;
  OUTLIER BY STATISTIC;           38.93 ;Rank 4

MPI Imbalance, s
Total;            2.46 ;all ranks
  MIN;            0.08 ;Rank 15
  MAX;            0.42 ;Rank 0
  AVG;            0.15 ;
  OUTLIER BY STATISTIC;            0.42 ;Rank 0

MPI Imbalance, % of Elapsed Time
  MIN;            1.51 ;Rank 4
  MAX;            8.07 ;Rank 0
  AVG;            2.93 ;
  OUTLIER BY STATISTIC AND THRESHOLD;            8.07 ;Rank 0

MPI Hotspot 1 - MPI_Init, s
Total;           11.66 ;all ranks
  MIN;            0.61 ;Rank 12
  MAX;            1.66 ;Rank 4
  AVG;            0.73 ;
  OUTLIER BY STATISTIC;            1.66 ;Rank 4

MPI Hotspot 1 - MPI_Init, % of Elapsed Time
  MIN;           11.26 ;Rank 6
  MAX;           32.14 ;Rank 4
  AVG;           13.88 ;
  OUTLIER BY STATISTIC;           32.14 ;Rank 4

MPI Hotspot 2 - MPI_Wait, s
Total;            4.67 ;all ranks
  MIN;            0.17 ;Rank 13
  MAX;            0.44 ;Rank 11
  AVG;            0.29 ;

MPI Hotspot 2 - MPI_Wait, % of Elapsed Time
  MIN;            3.33 ;Rank 13
  MAX;            8.55 ;Rank 11
  AVG;            5.55 ;

MPI Hotspot 3 - MPI_Allreduce, s
Total;            2.00 ;all ranks
  MIN;            0.08 ;Rank 4
  MAX;            0.18 ;Rank 0
  AVG;            0.13 ;

MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time
  MIN;            1.60 ;Rank 3
  MAX;            3.57 ;Rank 0
  AVG;            2.38 ;

MPI Hotspot 4 - MPI_Waitany, s
Total;            1.99 ;all ranks
  MIN;            0.10 ;Rank 12
  MAX;            0.17 ;Rank 0
  AVG;            0.12 ;

MPI Hotspot 4 - MPI_Waitany, % of Elapsed Time
  MIN;            1.89 ;Rank 12
  MAX;            3.31 ;Rank 0
  AVG;            2.37 ;

MPI Hotspot 5 - MPI_Send, s
Total;            1.59 ;all ranks
  MIN;            0.09 ;Rank 0
  MAX;            0.11 ;Rank 12
  AVG;            0.10 ;

MPI Hotspot 5 - MPI_Send, % of Elapsed Time
  MIN;            1.68 ;Rank 3
  MAX;            2.04 ;Rank 12
  AVG;            1.89 ;

OpenMP threads number, per Rank
  MIN;            1.00 ;Rank 0
  MAX;            1.00 ;Rank 15
  AVG;            1.00 ;

Disk I/O Bound, s
Total;            0.00 ;all ranks
  MIN;            0.00 ;Rank 0
  MAX;            0.00 ;Rank 15
  AVG;            0.00 ;

Resident Memory Usage per Rank, MB
Total;         2764.00 ;all ranks
  MIN;          169.00 ;Rank 2
  MAX;          175.00 ;Rank 15
  AVG;          172.75 ;

Resident Memory Usage per Node, MB
Total;         2764.00 ;all nodes
  MIN;         2764.00 ;Node instance-20220530-1006
  MAX;         2764.00 ;Node instance-20220530-1006
  AVG;         2764.00 ;

Virtual Memory Usage per Rank, MB
Total;        64606.00 ;all ranks
  MIN;         4033.00 ;Rank 2
  MAX;         4042.00 ;Rank 9
  AVG;         4037.88 ;

Virtual Memory Usage per Node, MB
Total;        64606.00 ;all nodes
  MIN;        64606.00 ;Node instance-20220530-1006
  MAX;        64606.00 ;Node instance-20220530-1006
  AVG;        64606.00 ;

Instructions Per Cycle Rate
  MIN;           22.60 ;Node instance-20220530-1006
  MAX;           22.60 ;Node instance-20220530-1006
  AVG;           22.60 ;

Average CPU Frequency, Hz
  MIN;  43031245979.71 ;Node instance-20220530-1006
  MAX;  43031245979.71 ;Node instance-20220530-1006
  AVG;  43031245979.71 ;

Physical Core Utilization, %
  MIN;           22.20 ;Node instance-20220530-1006
  MAX;           22.20 ;Node instance-20220530-1006
  AVG;           22.20 ;

Average Physical Core Utilization, out of 1024 Physical Cores
  MIN;           14.07 ;Node instance-20220530-1006
  MAX;           14.07 ;Node instance-20220530-1006
  AVG;           14.07 ;

Memory Stalls, % of Pipeline Slots
  MIN;          425.50 ;Node instance-20220530-1006
  MAX;          425.50 ;Node instance-20220530-1006
  AVG;          425.50 ;

Cache Stalls, % of Cycles
  MIN;          377.40 ;Node instance-20220530-1006
  MAX;          377.40 ;Node instance-20220530-1006
  AVG;          377.40 ;

DRAM Stalls, % of Cycles
  MIN;           38.00 ;Node instance-20220530-1006
  MAX;           38.00 ;Node instance-20220530-1006
  AVG;           38.00 ;

NUMA, % of Remote Accesses
  MIN;          107.40 ;Node instance-20220530-1006
  MAX;          107.40 ;Node instance-20220530-1006
  AVG;          107.40 ;

SP GFLOPS
Total;          111.07 ;all nodes
  MIN;          111.07 ;Node instance-20220530-1006
  MAX;          111.07 ;Node instance-20220530-1006
  AVG;          111.07 ;

DP GFLOPS
Total;           11.17 ;all nodes
  MIN;           11.17 ;Node instance-20220530-1006
  MAX;           11.17 ;Node instance-20220530-1006
  AVG;           11.17 ;

Vectorization, %
  MIN;         1026.60 ;Node instance-20220530-1006
  MAX;         1026.60 ;Node instance-20220530-1006
  AVG;         1026.60 ;

SP FLOPs, % of uOps
  MIN;          202.80 ;Node instance-20220530-1006
  MAX;          202.80 ;Node instance-20220530-1006
  AVG;          202.80 ;

Packed, % from SP FP
  MIN;         1481.90 ;Node instance-20220530-1006
  MAX;         1481.90 ;Node instance-20220530-1006
  AVG;         1481.90 ;

SP 128-bit, %
  MIN;            0.00 ;Node instance-20220530-1006
  MAX;            0.00 ;Node instance-20220530-1006
  AVG;            0.00 ;

SP 256-bit, %
  MIN;          329.40 ;Node instance-20220530-1006
  MAX;          329.40 ;Node instance-20220530-1006
  AVG;          329.40 ;

SP 512-bit, %
  MIN;         1152.90 ;Node instance-20220530-1006
  MAX;         1152.90 ;Node instance-20220530-1006
  AVG;         1152.90 ;

SP Scalar, % from SP FP
  MIN;          118.10 ;Node instance-20220530-1006
  MAX;          118.10 ;Node instance-20220530-1006
  AVG;          118.10 ;

DP FLOPs, % of uOps
  MIN;          122.90 ;Node instance-20220530-1006
  MAX;          122.90 ;Node instance-20220530-1006
  AVG;          122.90 ;

DP Packed, % from DP FP
  MIN;          276.40 ;Node instance-20220530-1006
  MAX;          276.40 ;Node instance-20220530-1006
  AVG;          276.40 ;

DP 128-bit, %
  MIN;            0.00 ;Node instance-20220530-1006
  MAX;            0.00 ;Node instance-20220530-1006
  AVG;            0.00 ;

DP 256-bit, %
  MIN;            0.00 ;Node instance-20220530-1006
  MAX;            0.00 ;Node instance-20220530-1006
  AVG;            0.00 ;

DP 512-bit, %
  MIN;          276.40 ;Node instance-20220530-1006
  MAX;          276.40 ;Node instance-20220530-1006
  AVG;          276.40 ;

DP Scalar, % from DP FP
  MIN;         1323.60 ;Node instance-20220530-1006
  MAX;         1323.60 ;Node instance-20220530-1006
  AVG;         1323.60 ;

Non-FP, % of uOps
  MIN;         1274.10 ;Node instance-20220530-1006
  MAX;         1274.10 ;Node instance-20220530-1006
  AVG;         1274.10 ;

FP Arith/Mem Rd Instr. Ratio
  MIN;           13.96 ;Node instance-20220530-1006
  MAX;           13.96 ;Node instance-20220530-1006
  AVG;           13.96 ;

FP Arith/Mem Wr Instr. Ratio
  MIN;           39.43 ;Node instance-20220530-1006
  MAX;           39.43 ;Node instance-20220530-1006
  AVG;           39.43 ;

| MPI Time per Rank for all Ranks
Rank;Elapsed Time(sec);    MPI;Time(sec);    MPI;Time(%);Imbalance(sec);Imbalance(%)
  0004 ;            6.12;            2.41;          39.35;            0.09;           1.52
  0008 ;            5.27;            1.71;          32.44;            0.18;           3.41
  0014 ;            5.27;            1.61;          30.54;            0.22;           4.09
  0010 ;            5.26;            1.60;          30.42;            0.20;           3.81
  0011 ;            5.10;            1.53;          29.93;            0.20;           3.87
  0001 ;            5.12;            1.44;          28.14;            0.15;           2.85
  0009 ;            5.08;            1.42;          28.01;            0.16;           3.08
  0006 ;            5.16;            1.42;          27.44;            0.10;           1.92
  0000 ;            5.08;            1.38;          27.26;            0.42;           8.20
  0007 ;            5.10;            1.35;          26.57;            0.15;           2.93
  0012 ;            5.08;            1.31;          25.76;            0.13;           2.63
  0003 ;            5.11;            1.31;          25.68;            0.09;           1.72
  0002 ;            5.09;            1.28;          25.21;            0.09;           1.87
  0015 ;            5.08;            1.25;          24.57;            0.08;           1.60
  0005 ;            5.06;            1.22;          24.16;            0.11;           2.10
  0013 ;            5.08;            1.18;          23.27;            0.10;           1.95
| TOTAL;           83.02;           23.42;          28.21;            2.46;           2.96
| AVG  ;            5.19;            1.46;          28.21;            0.15;           2.96

| Number of ranks = 16

|#########################################################
| RANK 4
|#########################################################
Elapsed Time;6.12;sec
MPI Time;2.41;sec;39.35%
MPI Imbalance;0.00;sec;1.52%

Function;Time(sec);Time(%);Volume(MB);Volume(%);Calls;AvrMsgSize(B)
            MPI_Init;            1.66;           27.07;             N/A;             N/A;               1;             N/A
            MPI_Wait;            0.37;            6.04;             N/A;             N/A;           18316;             N/A
         MPI_Waitany;            0.11;            1.76;             N/A;             N/A;           34858;             N/A
            MPI_Send;            0.10;            1.56;             N/A;             N/A;           53775;             N/A
       MPI_Allreduce;            0.08;            1.36;             N/A;             N/A;            4482;             N/A
           MPI_Bcast;            0.07;            1.16;             N/A;             N/A;             848;             N/A
        MPI_Sendrecv;            0.01;            0.12;             N/A;             N/A;             682;             N/A
           MPI_Irecv;            0.01;            0.09;             N/A;             N/A;           53174;             N/A
       MPI_Alltoallv;            0.00;            0.04;             N/A;             N/A;              14;             N/A
        MPI_Comm_dup;            0.00;            0.04;             N/A;             N/A;               7;             N/A
        MPI_Finalize;            0.00;            0.04;             N/A;             N/A;               1;             N/A
        MPI_Alltoall;            0.00;            0.02;             N/A;             N/A;              14;             N/A
     MPI_Cart_create;            0.00;            0.01;             N/A;             N/A;               1;             N/A
       MPI_Allgather;            0.00;            0.01;             N/A;             N/A;              14;             N/A
         MPI_Barrier;            0.00;            0.00;             N/A;             N/A;               6;             N/A
       MPI_Comm_free;            0.00;            0.00;             N/A;             N/A;               8;             N/A
          MPI_Reduce;            0.00;            0.00;             N/A;             N/A;               3;             N/A
       MPI_Comm_rank;            0.00;            0.00;             N/A;             N/A;              24;             N/A
       MPI_Cart_rank;            0.00;            0.00;             N/A;             N/A;              16;             N/A
       MPI_Comm_size;            0.00;            0.00;             N/A;             N/A;              17;             N/A
        MPI_Cart_get;            0.00;            0.00;             N/A;             N/A;               1;             N/A
      MPI_Cart_shift;            0.00;            0.00;             N/A;             N/A;               3;             N/A
       MPI_Type_size;            0.00;            0.00;             N/A;             N/A;               2;             N/A
| TOTAL             ;            2.41;           39.35;             N/A;             N/A;          166267;             N/A

Function;Time(sec);Time(%);Volume(MB);Volume(%);Calls;MsgSize(B)
            MPI_Init;            1.66;           27.07;             N/A;             N/A;               1             ;N/A
            MPI_Wait;            0.37;            6.04;             N/A;             N/A;           18316             ;N/A
         MPI_Waitany;            0.11;            1.76;             N/A;             N/A;           34858             ;N/A
            MPI_Send;            0.10;            1.56;             N/A;             N/A;           53775             ;N/A
       MPI_Allreduce;            0.08;            1.36;             N/A;             N/A;            4482             ;N/A
           MPI_Bcast;            0.07;            1.16;             N/A;             N/A;             848             ;N/A
        MPI_Sendrecv;            0.01;            0.12;             N/A;             N/A;             682             ;N/A
           MPI_Irecv;            0.01;            0.09;             N/A;             N/A;           53174             ;N/A
       MPI_Alltoallv;            0.00;            0.04;             N/A;             N/A;              14             ;N/A
        MPI_Comm_dup;            0.00;            0.04;             N/A;             N/A;               7             ;N/A
        MPI_Finalize;            0.00;            0.04;             N/A;             N/A;               1             ;N/A
        MPI_Alltoall;            0.00;            0.02;             N/A;             N/A;              14             ;N/A
     MPI_Cart_create;            0.00;            0.01;             N/A;             N/A;               1             ;N/A
       MPI_Allgather;            0.00;            0.01;             N/A;             N/A;              14             ;N/A
         MPI_Barrier;            0.00;            0.00;             N/A;             N/A;               6             ;N/A
       MPI_Comm_free;            0.00;            0.00;             N/A;             N/A;               8             ;N/A
          MPI_Reduce;            0.00;            0.00;             N/A;             N/A;               3             ;N/A
       MPI_Comm_rank;            0.00;            0.00;             N/A;             N/A;              24             ;N/A
       MPI_Cart_rank;            0.00;            0.00;             N/A;             N/A;              16             ;N/A
       MPI_Comm_size;            0.00;            0.00;             N/A;             N/A;              17             ;N/A
        MPI_Cart_get;            0.00;            0.00;             N/A;             N/A;               1             ;N/A
      MPI_Cart_shift;            0.00;            0.00;             N/A;             N/A;               3             ;N/A
       MPI_Type_size;            0.00;            0.00;             N/A;             N/A;               2             ;N/A

WARNING: No information about Volume of transfers. Set the APS_STAT_LEVEL value to 2 or greater to generate results. 
|#########################################################
| RANK 0
|#########################################################
Elapsed Time;5.08;sec
MPI Time;1.38;sec;27.26%
MPI Imbalance;0.00;sec;8.20%

Function;Time(sec);Time(%);Volume(MB);Volume(%);Calls;AvrMsgSize(B)
            MPI_Init;            0.61;           12.08;             N/A;             N/A;               1;             N/A
            MPI_Wait;            0.24;            4.82;             N/A;             N/A;           18316;             N/A
       MPI_Allreduce;            0.18;            3.63;             N/A;             N/A;            4482;             N/A
         MPI_Waitany;            0.17;            3.36;             N/A;             N/A;           33055;             N/A
            MPI_Send;            0.09;            1.85;             N/A;             N/A;           48366;             N/A
           MPI_Bcast;            0.05;            1.06;             N/A;             N/A;             848;             N/A
        MPI_Sendrecv;            0.01;            0.17;             N/A;             N/A;             682;             N/A
           MPI_Irecv;            0.01;            0.10;             N/A;             N/A;           51371;             N/A
       MPI_Alltoallv;            0.00;            0.05;             N/A;             N/A;              14;             N/A
        MPI_Finalize;            0.00;            0.04;             N/A;             N/A;               1;             N/A
     MPI_Cart_create;            0.00;            0.04;             N/A;             N/A;               1;             N/A
        MPI_Alltoall;            0.00;            0.03;             N/A;             N/A;              14;             N/A
        MPI_Comm_dup;            0.00;            0.03;             N/A;             N/A;               7;             N/A
       MPI_Allgather;            0.00;            0.01;             N/A;             N/A;              14;             N/A
         MPI_Barrier;            0.00;            0.00;             N/A;             N/A;               6;             N/A
          MPI_Reduce;            0.00;            0.00;             N/A;             N/A;               3;             N/A
       MPI_Comm_free;            0.00;            0.00;             N/A;             N/A;               8;             N/A
       MPI_Comm_rank;            0.00;            0.00;             N/A;             N/A;              24;             N/A
        MPI_Cart_get;            0.00;            0.00;             N/A;             N/A;               1;             N/A
       MPI_Cart_rank;            0.00;            0.00;             N/A;             N/A;              16;             N/A
       MPI_Comm_size;            0.00;            0.00;             N/A;             N/A;              17;             N/A
      MPI_Cart_shift;            0.00;            0.00;             N/A;             N/A;               3;             N/A
       MPI_Type_size;            0.00;            0.00;             N/A;             N/A;               2;             N/A
| TOTAL             ;            1.38;           27.26;             N/A;             N/A;          157252;             N/A

Function;Time(sec);Time(%);Volume(MB);Volume(%);Calls;MsgSize(B)
            MPI_Init;            0.61;           12.08;             N/A;             N/A;               1             ;N/A
            MPI_Wait;            0.24;            4.82;             N/A;             N/A;           18316             ;N/A
       MPI_Allreduce;            0.18;            3.63;             N/A;             N/A;            4482             ;N/A
         MPI_Waitany;            0.17;            3.36;             N/A;             N/A;           33055             ;N/A
            MPI_Send;            0.09;            1.85;             N/A;             N/A;           48366             ;N/A
           MPI_Bcast;            0.05;            1.06;             N/A;             N/A;             848             ;N/A
        MPI_Sendrecv;            0.01;            0.17;             N/A;             N/A;             682             ;N/A
           MPI_Irecv;            0.01;            0.10;             N/A;             N/A;           51371             ;N/A
       MPI_Alltoallv;            0.00;            0.05;             N/A;             N/A;              14             ;N/A
        MPI_Finalize;            0.00;            0.04;             N/A;             N/A;               1             ;N/A
     MPI_Cart_create;            0.00;            0.04;             N/A;             N/A;               1             ;N/A
        MPI_Alltoall;            0.00;            0.03;             N/A;             N/A;              14             ;N/A
        MPI_Comm_dup;            0.00;            0.03;             N/A;             N/A;               7             ;N/A
       MPI_Allgather;            0.00;            0.01;             N/A;             N/A;              14             ;N/A
         MPI_Barrier;            0.00;            0.00;             N/A;             N/A;               6             ;N/A
          MPI_Reduce;            0.00;            0.00;             N/A;             N/A;               3             ;N/A
       MPI_Comm_free;            0.00;            0.00;             N/A;             N/A;               8             ;N/A
       MPI_Comm_rank;            0.00;            0.00;             N/A;             N/A;              24             ;N/A
        MPI_Cart_get;            0.00;            0.00;             N/A;             N/A;               1             ;N/A
       MPI_Cart_rank;            0.00;            0.00;             N/A;             N/A;              16             ;N/A
       MPI_Comm_size;            0.00;            0.00;             N/A;             N/A;              17             ;N/A
      MPI_Cart_shift;            0.00;            0.00;             N/A;             N/A;               3             ;N/A
       MPI_Type_size;            0.00;            0.00;             N/A;             N/A;               2             ;N/A

WARNING: No information about Volume of transfers. Set the APS_STAT_LEVEL value to 2 or greater to generate results. 
|#########################################################
| RANK 13
|#########################################################
Elapsed Time;5.08;sec
MPI Time;1.18;sec;23.27%
MPI Imbalance;0.00;sec;1.95%

Function;Time(sec);Time(%);Volume(MB);Volume(%);Calls;AvrMsgSize(B)
