Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 13:57:58
Number of ranks;64
Ranks per node;64
OpenMP threads number, per Rank;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987228
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.chain.scaled.timer_64n_1ont_256k_aps
Elapsed Time, s;3.75
SP GFLOPS;4.74
DP GFLOPS;2.56
Average CPU Frequency, GHz;                      1.84
Instructions Per Cycle Rate;1.20
MPI Time, s;2.67
MPI Time, % of Elapsed Time;71.06
MPI Imbalance, s;0.05
MPI Imbalance, % of Elapsed Time;1.30

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;2.56
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;68.09
MPI Hotspot 2 - MPI_Bcast, s;0.02
MPI Hotspot 2 - MPI_Bcast, % of Elapsed Time;0.61
MPI Hotspot 3 - MPI_Allreduce, s;0.02
MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time;0.51
MPI Hotspot 4 - MPI_Alltoallv, s;0.02
MPI Hotspot 4 - MPI_Alltoallv, % of Elapsed Time;0.48
MPI Hotspot 5 - MPI_Barrier, s;0.02
MPI Hotspot 5 - MPI_Barrier, % of Elapsed Time;0.41
Memory Stalls, % of Pipeline Slots;26.70
Cache Stalls, % of Cycles;15.20
DRAM Stalls, % of Cycles;1.60
DRAM Bandwidth Peak, GB/s;191.18
DRAM Bandwidth Average, GB/s;4.55
DRAM Bandwidth Bound, %;3.40
NUMA, % of Remote Accesses;2.50
Vectorization, %;45.10
SP FLOPs, % of uOps;2.30
Packed, % from SP FP;59.40
SP 128-bit, %;0.00
SP 256-bit, %;2.30
SP 512-bit, %;57.10
SP Scalar, % from SP FP;40.60
DP FLOPs, % of uOps;3.50
DP Packed, % from DP FP;35.60
DP 128-bit, %;0.00
DP 256-bit, %;0.00
DP 512-bit, %;35.60
DP Scalar, % from DP FP;64.40
Non-FP, % of uOps;94.30
FP Arith/Mem Rd Instr. Ratio;0.26
FP Arith/Mem Wr Instr. Ratio;0.56
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;         8635.00
Peak resident set node;instance-20220519-1049
Average resident set size,MB;         8635.00
Per rank
Peak resident set size,MB;          140.00
Peak resident set rank;0
Average resident set size,MB;          134.92
Virtual
Per node
Peak memory consumption,MB;       652364.00
Peak memory consumption node;instance-20220519-1049
Average memory consumption,MB;       652364.00
Per rank
Peak memory consumption,MB;        10198.00
Peak memory consumption rank;44
Average memory consumption,MB;        10193.19
