Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:55:49
Number of ranks;32
Ranks per node;32
OpenMP threads number, per Rank;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987154
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.chute.timer_32n_1ont_864k_aps
Elapsed Time, s;2.10
SP GFLOPS;0.00
DP GFLOPS;0.00
Average CPU Frequency, GHz;                      1.43
Instructions Per Cycle Rate;1.40
MPI Time, s;1.36
MPI Time, % of Elapsed Time;64.52
MPI Imbalance, s;0.03
MPI Imbalance, % of Elapsed Time;1.52

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;1.29
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;61.42
MPI Hotspot 2 - MPI_Bcast, s;0.05
MPI Hotspot 2 - MPI_Bcast, % of Elapsed Time;2.20
MPI Hotspot 3 - MPI_Finalize, s;0.01
MPI Hotspot 3 - MPI_Finalize, % of Elapsed Time;0.31
MPI Hotspot 4 - MPI_Allreduce, s;0.00
MPI Hotspot 4 - MPI_Allreduce, % of Elapsed Time;0.22
MPI Hotspot 5 - MPI_Wait, s;0.00
MPI Hotspot 5 - MPI_Wait, % of Elapsed Time;0.15
Memory Stalls, % of Pipeline Slots;17.50
Cache Stalls, % of Cycles;12.90
DRAM Stalls, % of Cycles;0.90
DRAM Bandwidth Peak, GB/s;99.41
DRAM Bandwidth Average, GB/s;3.42
DRAM Bandwidth Bound, %;3.30
NUMA, % of Remote Accesses;1.30
Vectorization, %;0.80
SP FLOPs, % of uOps;0.00
DP FLOPs, % of uOps;0.00
Non-FP, % of uOps;100.00
FP Arith/Mem Rd Instr. Ratio;0.00
FP Arith/Mem Wr Instr. Ratio;0.00
Disk I/O Bound, s;0.00
Memory Footprint
Resident
Per node
Peak resident set size,MB;         3985.00
Peak resident set node;instance-20220519-1049
Average resident set size,MB;         3985.00
Per rank
Peak resident set size,MB;          131.00
Peak resident set rank;0
Average resident set size,MB;          124.53
Virtual
Per node
Peak memory consumption,MB;       169637.00
Peak memory consumption node;instance-20220519-1049
Average memory consumption,MB;       169637.00
Per rank
Peak memory consumption,MB;         5306.00
Peak memory consumption rank;26
Average memory consumption,MB;         5301.16
