Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
62.1,645615333980,64,10087739593.4,9500826055,10223964665,117267401.0,CUDA_API,cuCtxCreate_v2
35.5,369720588832,64,5776884200.5,5649147780,5859309644,46486984.1,CUDA_API,cuCtxDestroy_v2
0.8,7869487476,45696,172213.9,1474,9291941,726216.0,CUDA_API,cuEventSynchronize
0.3,3288691867,224,14681660.1,9758,107504521,33948973.4,CUDA_API,cuMemHostAlloc
0.3,3227734446,1120,2881905.8,4183,51583912,6230478.9,CUDA_API,cuMemFree_v2
0.3,2896379123,576,5028436.0,4898,67116292,12314798.6,CUDA_API,cuMemFreeHost
0.2,2027029458,1120,1809847.7,3871,35727420,5897763.4,CUDA_API,cuMemAlloc_v2
0.1,1433388710,11712,122386.3,1504,342430,97395.6,MEMORY_OPER,[CUDA memcpy HtoD]
0.1,1036484016,1248,830516.0,10580,2098154,507248.1,CUDA_API,cuMemcpyHtoD_v2
0.0,499174842,3232,154447.7,142047,223135,7377.6,CUDA_KERNEL,k_charmm_long
0.0,429431485,3232,132868.7,121855,195233,10129.1,CUDA_KERNEL,make_rho
0.0,312898560,16576,18876.6,2016,154655,18609.9,MEMORY_OPER,[CUDA memcpy DtoH]
0.0,303396554,85376,3553.7,1584,75629,3124.6,CUDA_API,cuEventRecord
0.0,276087470,384,718977.8,693534,825473,24199.3,CUDA_KERNEL,calc_neigh_list_cell
0.0,189376489,14496,13064.1,4655,83827,7277.7,CUDA_API,cuLaunchKernel
0.0,173695528,3232,53742.4,24128,129823,22189.7,CUDA_KERNEL,interp
0.0,170912098,352,485545.7,5346,5064693,1079959.4,CUDA_API,cuMemAllocHost_v2
0.0,143809807,10464,13743.3,3932,67216,6694.3,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,104187065,16512,6309.8,3407,31546,2278.6,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,78837914,3232,24392.9,11721,88164,6105.1,CUDA_API,cuMemsetD32Async
0.0,77104619,384,200793.3,189600,230752,6488.9,CUDA_KERNEL,kernel_special
0.0,38410748,64,600167.9,78141,1331957,316641.2,CUDA_API,cuMemGetInfo_v2
0.0,37372770,3328,11229.8,1504,87775,13702.2,MEMORY_OPER,[CUDA memset]
0.0,34167478,3232,10571.6,4224,80448,9528.2,CUDA_KERNEL,particle_map
0.0,30142960,160,188393.5,87250,306417,39410.7,CUDA_API,cuModuleLoadDataEx
0.0,23520311,704,33409.5,1815,789523,95063.7,CUDA_API,cuStreamSynchronize
0.0,4372806,384,11387.5,9088,32096,2348.9,CUDA_KERNEL,transpose
0.0,3042585,64,47540.4,32399,172056,23782.8,CUDA_API,cuMemcpyDtoH_v2
0.0,1476823,1344,1098.8,395,16580,1229.5,CUDA_API,cuEventCreate
0.0,1410681,352,4007.6,3040,5472,548.9,CUDA_KERNEL,kernel_zero
0.0,1158643,1344,862.1,254,24034,1636.3,CUDA_API,cuEventDestroy_v2
0.0,1008931,96,10509.7,6477,25418,3580.1,CUDA_API,cuMemsetD8Async
0.0,245381,64,3834.1,3297,4576,239.4,CUDA_KERNEL,kernel_info
0.0,185966,32,5811.4,5325,7812,553.3,CUDA_API,cuInit

