Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation,Benchmark,Size,GPUs
0.0,980822,18,54490.1,7943,81879,33525.4,CUDA_API,cuMemcpyHtoD_v2,in.lj-double,32,1
0.0,910808,6,151801.3,66794,227078,59013.0,CUDA_API,cuMemGetInfo_v2,in.lj-double,32,1
0.0,492713,12,41059.4,35389,46871,3567.9,CUDA_API,cuMemcpyDtoH_v2,in.lj-double,32,1
0.0,232899,66,3528.8,3263,3968,133.2,CUDA_KERNEL,kernel_zero,in.lj-double,32,1
0.0,219794,192,1144.8,534,6878,1093.0,CUDA_API,cuEventCreate,in.lj-double,32,1
0.0,111810,192,582.3,306,3268,338.2,CUDA_API,cuEventDestroy_v2,in.lj-double,32,1
0.0,69924,6,11654.0,10445,12635,944.4,CUDA_API,cuMemsetD8Async,in.lj-double,32,1
0.0,46049,12,3837.4,3680,4288,195.6,CUDA_KERNEL,kernel_info,in.lj-double,32,1
0.0,30170,6,5028.3,3336,5632,885.8,CUDA_API,cuInit,in.lj-double,32,1
0.0,11136,6,1856.0,1824,1888,20.2,MEMORY_OPER,[CUDA memset],in.lj-double,32,1
64.4,90161480998,24,3756728374.9,3541908635,3793349597,56908483.3,CUDA_API,cuCtxCreate_v2,in.lj-double,32,2
34.2,47829382717,24,1992890946.5,1912615887,2052009198,39716306.1,CUDA_API,cuCtxDestroy_v2,in.lj-double,32,2
0.4,593991834,5700,104209.1,1532,1221941,216536.2,CUDA_API,cuEventSynchronize,in.lj-double,32,2
0.3,488587358,60,8143122.6,9552,40534767,14104712.1,CUDA_API,cuMemHostAlloc,in.lj-double,32,2
0.2,332783030,132,2521083.6,6972,18677624,4726250.4,CUDA_API,cuMemFreeHost,in.lj-double,32,2
0.1,161692538,216,748576.6,3765,9239291,2118111.3,CUDA_API,cuMemAlloc_v2,in.lj-double,32,2
0.1,138157438,216,639617.8,4817,6114389,1548696.2,CUDA_API,cuMemFree_v2,in.lj-double,32,2
0.0,43837358,1524,28764.7,1568,51584,13744.5,MEMORY_OPER,[CUDA memcpy HtoD],in.lj-double,32,2
0.0,31984812,1212,26390.1,18176,54369,4956.0,CUDA_KERNEL,k_lj_fast,in.lj-double,32,2
0.0,31397288,72,436073.4,5566,3710262,995709.8,CUDA_API,cuMemAllocHost_v2,in.lj-double,32,2
0.0,28719254,9168,3132.6,1704,30109,1545.0,CUDA_API,cuEventRecord,in.lj-double,32,2
0.0,18279903,1440,12694.4,4899,39917,5089.1,CUDA_API,cuLaunchKernel,in.lj-double,32,2
0.0,14406645,12,1200553.8,893173,1556255,211161.9,CUDA_API,cuMemGetInfo_v2,in.lj-double,32,2
0.0,13819993,1488,9287.6,3341,32754,3780.0,CUDA_API,cuMemcpyHtoDAsync_v2,in.lj-double,32,2
0.0,12553109,1392,9018.0,1855,36416,4583.6,MEMORY_OPER,[CUDA memcpy DtoH],in.lj-double,32,2
0.0,8899273,1368,6505.3,3735,22709,2097.8,CUDA_API,cuMemcpyDtoHAsync_v2,in.lj-double,32,2
0.0,8350313,48,173964.9,75818,315485,59729.4,CUDA_API,cuModuleLoadDataEx,in.lj-double,32,2
0.0,7280381,264,27577.2,1923,607386,80199.2,CUDA_API,cuStreamSynchronize,in.lj-double,32,2
0.0,4612255,72,64059.1,62016,68576,1714.9,CUDA_KERNEL,calc_neigh_list_cell,in.lj-double,32,2
0.0,2055150,36,57087.5,7380,92873,33604.3,CUDA_API,cuMemcpyHtoD_v2,in.lj-double,32,2
0.0,1021279,24,42553.3,31868,123870,17673.8,CUDA_API,cuMemcpyDtoH_v2,in.lj-double,32,2
0.0,516503,384,1345.1,406,8416,1293.5,CUDA_API,cuEventCreate,in.lj-double,32,2
0.0,472472,132,3579.3,3232,4320,165.5,CUDA_KERNEL,kernel_zero,in.lj-double,32,2
0.0,306854,384,799.1,256,23401,1607.5,CUDA_API,cuEventDestroy_v2,in.lj-double,32,2
0.0,190914,12,15909.5,10132,26928,4960.1,CUDA_API,cuMemsetD8Async,in.lj-double,32,2
0.0,90813,24,3783.9,3616,4128,152.0,CUDA_KERNEL,kernel_info,in.lj-double,32,2
0.0,65572,12,5464.3,3079,6113,790.8,CUDA_API,cuInit,in.lj-double,32,2
0.0,22593,12,1882.8,1824,2272,124.2,MEMORY_OPER,[CUDA memset],in.lj-double,32,2
64.8,88876023840,24,3703167660.0,3605297009,3734944197,31326605.9,CUDA_API,cuCtxCreate_v2,in.lj-double,32,4
33.9,46473349620,24,1936389567.5,1863468407,1966147465,28425755.8,CUDA_API,cuCtxDestroy_v2,in.lj-double,32,4
0.4,587019808,60,9783663.5,10491,44689131,15386539.8,CUDA_API,cuMemHostAlloc,in.lj-double,32,4
0.3,400804013,132,3036394.0,8562,20805498,5675839.2,CUDA_API,cuMemFreeHost,in.lj-double,32,4
0.2,263761665,5700,46274.0,1636,619576,95109.9,CUDA_API,cuEventSynchronize,in.lj-double,32,4
0.1,157364388,216,728538.8,4637,8965245,2063983.7,CUDA_API,cuMemAlloc_v2,in.lj-double,32,4
0.1,155203557,216,718535.0,5978,7619298,1796016.3,CUDA_API,cuMemFree_v2,in.lj-double,32,4
0.1,73390187,1524,48156.3,1535,91967,24767.9,MEMORY_OPER,[CUDA memcpy HtoD],in.lj-double,32,4
0.0,41578821,72,577483.6,6848,5345547,1303352.7,CUDA_API,cuMemAllocHost_v2,in.lj-double,32,4
0.0,32161863,9168,3508.1,1892,25735,1563.5,CUDA_API,cuEventRecord,in.lj-double,32,4
0.0,25430656,1212,20982.4,16320,60735,5887.1,CUDA_KERNEL,k_lj_fast,in.lj-double,32,4
0.0,20579173,1440,14291.1,5681,40083,5219.2,CUDA_API,cuLaunchKernel,in.lj-double,32,4
0.0,15558598,1488,10456.0,4032,34956,3880.9,CUDA_API,cuMemcpyHtoDAsync_v2,in.lj-double,32,4
0.0,13239032,1392,9510.8,1632,55073,7020.4,MEMORY_OPER,[CUDA memcpy DtoH],in.lj-double,32,4
0.0,10352007,1368,7567.3,4351,29997,2269.3,CUDA_API,cuMemcpyDtoHAsync_v2,in.lj-double,32,4
0.0,8582136,48,178794.5,68115,312797,67896.0,CUDA_API,cuModuleLoadDataEx,in.lj-double,32,4
0.0,4801110,12,400092.5,201036,600627,131516.7,CUDA_API,cuMemGetInfo_v2,in.lj-double,32,4
0.0,4411924,72,61276.7,55455,68192,3377.5,CUDA_KERNEL,calc_neigh_list_cell,in.lj-double,32,4
0.0,3702715,264,14025.4,2240,309825,32609.8,CUDA_API,cuStreamSynchronize,in.lj-double,32,4
0.0,2127791,36,59105.3,9443,95867,34306.9,CUDA_API,cuMemcpyHtoD_v2,in.lj-double,32,4
0.0,1108541,24,46189.2,32443,127447,22899.7,CUDA_API,cuMemcpyDtoH_v2,in.lj-double,32,4
0.0,541395,384,1409.9,508,7812,1214.1,CUDA_API,cuEventCreate,in.lj-double,32,4
0.0,531226,132,4024.4,3136,4864,570.7,CUDA_KERNEL,kernel_zero,in.lj-double,32,4
0.0,303011,384,789.1,347,3612,451.5,CUDA_API,cuEventDestroy_v2,in.lj-double,32,4
0.0,197992,12,16499.3,11363,21731,2698.5,CUDA_API,cuMemsetD8Async,in.lj-double,32,4
0.0,92475,24,3853.1,3424,4351,247.1,CUDA_KERNEL,kernel_info,in.lj-double,32,4
0.0,64818,12,5401.5,3222,5989,704.5,CUDA_API,cuInit,in.lj-double,32,4
0.0,23873,12,1989.4,1728,2240,205.4,MEMORY_OPER,[CUDA memset],in.lj-double,32,4
63.7,201520731075,36,5597798085.4,5500140600,5676996821,46024214.7,CUDA_API,cuCtxCreate_v2,in.lj-double,32,6
35.3,111633797286,36,3100938813.5,3032044440,3133581782,23335972.3,CUDA_API,cuCtxDestroy_v2,in.lj-double,32,6
0.4,1379772253,90,15330802.8,10442,72932148,25264727.4,CUDA_API,cuMemHostAlloc,in.lj-double,32,6
0.2,774927568,198,3913775.6,7576,29576741,7750011.1,CUDA_API,cuMemFreeHost,in.lj-double,32,6
0.1,305622605,8550,35745.3,1610,939429,80914.5,CUDA_API,cuEventSynchronize,in.lj-double,32,6
0.1,237682171,324,733586.9,5380,19817551,2378140.8,CUDA_API,cuMemFree_v2,in.lj-double,32,6
0.1,172615281,324,532763.2,3911,15533351,1671562.0,CUDA_API,cuMemAlloc_v2,in.lj-double,32,6
0.0,84037854,108,778128.3,6828,8624175,1838272.8,CUDA_API,cuMemAllocHost_v2,in.lj-double,32,6
