Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
63.0,160763544303,32,5023860759.5,4806651368,5148137919,93968529.6,CUDA_API,cuCtxCreate_v2
34.4,87616066565,32,2738002080.2,2636247703,2764688136,30656114.7,CUDA_API,cuCtxDestroy_v2
1.6,3962355177,14880,266287.3,1589,4127927,595598.6,CUDA_API,cuEventSynchronize
0.3,758179863,160,4738624.1,6241,50460277,13490741.7,CUDA_API,cuMemHostAlloc
0.2,527677489,288,1832213.5,5691,20587746,4491328.7,CUDA_API,cuMemFreeHost
0.2,472052159,432,1092713.3,3844,14262426,3471609.7,CUDA_API,cuMemAlloc_v2
0.2,396139865,432,916990.4,5153,18118161,2479896.6,CUDA_API,cuMemFree_v2
0.0,98313599,4064,24191.3,1568,56576,17769.7,MEMORY_OPER,[CUDA memcpy HtoD]
0.0,71159613,23648,3009.1,1751,41480,1775.2,CUDA_API,cuEventRecord
0.0,67918947,1616,42029.1,35104,53504,1686.8,CUDA_KERNEL,k_eam_fast
0.0,51689853,3488,14819.3,2112,45633,7999.7,MEMORY_OPER,[CUDA memcpy DtoH]
0.0,47594293,3872,12291.9,4476,47264,5378.7,CUDA_API,cuLaunchKernel
0.0,43629468,1616,26998.4,18848,48928,3526.1,CUDA_KERNEL,k_energy_fast
0.0,35822907,3920,9138.5,4116,32915,3749.8,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,27438975,128,214367.0,6187,2728860,547603.3,CUDA_API,cuMemAllocHost_v2
0.0,21984536,352,62456.1,2029,1621982,202615.0,CUDA_API,cuStreamSynchronize
0.0,21300399,3456,6163.3,3656,23597,2426.0,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,19852525,256,77548.9,72928,90913,4057.4,CUDA_KERNEL,calc_neigh_list_cell
0.0,17161118,144,119174.4,17549,268548,80699.2,CUDA_API,cuMemcpyHtoD_v2
0.0,9568525,64,149508.2,79241,215358,39548.4,CUDA_API,cuModuleLoadDataEx
0.0,6973817,16,435863.6,177907,697081,162187.4,CUDA_API,cuMemGetInfo_v2
0.0,1327598,32,41487.4,31802,74197,8513.2,CUDA_API,cuMemcpyDtoH_v2
0.0,1158667,352,3291.7,2815,4416,337.6,CUDA_KERNEL,kernel_zero
0.0,610653,640,954.1,459,10051,957.3,CUDA_API,cuEventCreate
0.0,410072,640,640.7,306,15997,708.1,CUDA_API,cuEventDestroy_v2
0.0,195058,16,12191.1,10456,14364,1063.4,CUDA_API,cuMemsetD8Async
0.0,123009,32,3844.0,3616,4320,215.9,CUDA_KERNEL,kernel_info
0.0,88552,16,5534.5,2853,6094,737.2,CUDA_API,cuInit
0.0,37247,16,2327.9,2240,2623,102.0,MEMORY_OPER,[CUDA memset]

