Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
60.6,1480624705275,96,15423174013.3,15050823714,15597156876,135357247.3,CUDA_API,cuCtxCreate_v2
37.0,903220405503,96,9408545890.7,8996835425,9720469203,246304681.3,CUDA_API,cuCtxDestroy_v2
0.7,16412735335,240,68386397.2,9237,191335003,80223206.9,CUDA_API,cuMemHostAlloc
0.5,11410827691,528,21611416.1,6962,107310031,29830158.6,CUDA_API,cuMemFreeHost
0.4,9483129923,1269,7472915.6,4562,98861326,15699898.9,CUDA_API,cuMemFree_v2
0.3,6974901392,4032,1729886.3,7413,4949565,1216546.9,CUDA_API,cuMemcpyHtoD_v2
0.2,4425928580,1269,3487729.4,3665,63140499,9581461.3,CUDA_API,cuMemAlloc_v2
0.2,4406967767,29424,149774.6,1480,3783175,488805.2,CUDA_API,cuEventSynchronize
0.1,2857330367,12000,238110.9,1504,862428,241310.9,MEMORY_OPER,[CUDA memcpy HtoD]
0.1,1390499706,5568,249730.6,1792,722012,153306.5,MEMORY_OPER,[CUDA memcpy DtoH]
0.0,354098435,1296,273224.1,244543,353663,16973.7,CUDA_KERNEL,calc_neigh_list_cell
0.0,344055605,288,1194637.5,5376,8028077,1750265.7,CUDA_API,cuMemAllocHost_v2
0.0,252035751,4848,51987.6,22464,174080,23738.4,CUDA_KERNEL,k_lj_fast
0.0,239644245,49920,4800.6,1555,80784,6119.9,CUDA_API,cuEventRecord
0.0,188602449,9360,20149.8,4780,113279,14598.3,CUDA_API,cuLaunchKernel
0.0,153558833,7968,19271.9,3940,72459,11965.5,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,46201053,48,962521.9,109387,1841075,483124.5,CUDA_API,cuMemGetInfo_v2
0.0,42983451,5472,7855.2,3540,45765,3358.8,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,40463367,192,210746.7,87103,429775,54231.6,CUDA_API,cuModuleLoadDataEx
0.0,33545894,1056,31766.9,1810,809989,90212.1,CUDA_API,cuStreamSynchronize
0.0,29790152,1296,22986.2,17056,75744,5854.9,CUDA_KERNEL,kernel_special
0.0,16073964,1296,12402.8,10880,37472,1582.6,CUDA_KERNEL,transpose
0.0,4421839,96,46060.8,31518,126473,15039.6,CUDA_API,cuMemcpyDtoH_v2
0.0,2336556,1536,1521.2,395,63122,2357.0,CUDA_API,cuEventCreate
0.0,2011388,528,3809.4,2912,5376,471.0,CUDA_KERNEL,kernel_zero
0.0,1439456,1536,937.1,261,5954,798.9,CUDA_API,cuEventDestroy_v2
0.0,705334,48,14694.5,10795,23489,2856.1,CUDA_API,cuMemsetD8Async
0.0,368452,96,3838.0,3264,4416,223.7,CUDA_KERNEL,kernel_info
0.0,290064,48,6043.0,5390,8270,662.2,CUDA_API,cuInit
0.0,102687,48,2139.3,1727,2720,292.4,MEMORY_OPER,[CUDA memset]

