Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
29.3,1493113607976,96,15553266749.8,14846956650,15780097182,186521261.1,CUDA_API,cuCtxCreate_v2
25.4,1290065415534,68544,18820982.4,1455,243438953,60325870.7,CUDA_API,cuEventSynchronize
22.4,1140171062952,17568,64900447.6,1696,241969462,102660901.5,MEMORY_OPER,[CUDA memcpy HtoD]
17.7,899098392567,96,9365608255.9,8920855557,9447312502,76479266.9,CUDA_API,cuCtxDestroy_v2
2.8,143847953517,24864,5785390.7,2112,55228952,12511964.9,MEMORY_OPER,[CUDA memcpy DtoH]
0.6,28414960306,1680,16913666.8,5805,168403743,22261716.0,CUDA_API,cuMemFree_v2
0.5,23474971413,864,27170105.8,7691,211135881,39355542.6,CUDA_API,cuMemFreeHost
0.3,15452411174,336,45989319.0,9361,169668592,70427095.8,CUDA_API,cuMemHostAlloc
0.3,13992637931,576,24292774.2,2615817,62358695,5925250.9,CUDA_KERNEL,calc_neigh_list_cell
0.3,12993615907,1680,7734295.2,4068,60204204,16823799.3,CUDA_API,cuMemAlloc_v2
0.2,12508546368,1872,6681915.8,11823,20180915,7193548.9,CUDA_API,cuMemcpyHtoD_v2
0.1,3934730030,4848,811619.2,755161,971896,33311.6,CUDA_KERNEL,make_rho
0.1,3272752877,4848,675072.8,629117,862397,17443.1,CUDA_KERNEL,k_charmm_long
0.1,2926219249,528,5542081.9,8706,46407268,10655904.2,CUDA_API,cuMemAllocHost_v2
0.0,1865482949,4848,384794.3,343582,445760,22518.7,CUDA_KERNEL,interp
0.0,685040011,576,1189305.6,566016,38286294,3533793.0,CUDA_KERNEL,kernel_special
0.0,614024952,128064,4794.7,1544,123907,7645.6,CUDA_API,cuEventRecord
0.0,408818401,21744,18801.4,4824,156653,17438.0,CUDA_API,cuLaunchKernel
0.0,382357066,4848,78869.0,32960,254205,34557.6,CUDA_KERNEL,particle_map
0.0,348658838,4992,69843.5,1696,298622,36113.7,MEMORY_OPER,[CUDA memset]
0.0,324017145,15696,20643.3,4294,254784,14139.2,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,172052052,24768,6946.5,3362,39478,2959.6,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,153703964,4992,30790.1,7028,122411,14551.2,CUDA_API,cuMemsetD8Async
0.0,93750281,96,976565.4,107971,2437149,580274.9,CUDA_API,cuMemGetInfo_v2
0.0,49857006,240,207737.5,93765,490938,52405.9,CUDA_API,cuModuleLoadDataEx
0.0,47759113,1056,45226.4,1808,1139353,130934.5,CUDA_API,cuStreamSynchronize
0.0,23300209,576,40451.8,33568,90752,8700.9,CUDA_KERNEL,transpose
0.0,4627442,96,48202.5,31899,132945,20674.9,CUDA_API,cuMemcpyDtoH_v2
0.0,2744988,2016,1361.6,253,15459,2058.8,CUDA_API,cuEventDestroy_v2
0.0,2573967,2016,1276.8,391,50165,2329.0,CUDA_API,cuEventCreate
0.0,2002412,528,3792.4,2751,5024,612.4,CUDA_KERNEL,kernel_zero
0.0,367743,96,3830.7,3360,4448,242.3,CUDA_KERNEL,kernel_info
0.0,281282,48,5860.0,5202,8348,669.0,CUDA_API,cuInit

