Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
68.8,24221463260,12,2018455271.7,1952074845,2040847973,24467560.0,CUDA_API,cuCtxCreate_v2
28.1,9893962415,12,824496867.9,714708800,919248075,92374999.4,CUDA_API,cuCtxDestroy_v2
1.9,664945515,5532,120199.8,1575,1396912,249287.4,CUDA_API,cuEventSynchronize
0.3,104961950,60,1749365.8,6538,17516012,4634496.4,CUDA_API,cuMemHostAlloc
0.2,75603592,108,700033.3,5869,8684250,1768390.4,CUDA_API,cuMemFreeHost
0.1,35301759,162,217912.1,5084,2875516,607529.1,CUDA_API,cuMemFree_v2
0.1,30833174,1500,20555.4,1568,45216,14887.7,MEMORY_OPER,[CUDA memcpy HtoD]
0.1,30148102,162,186099.4,3908,5551880,623977.3,CUDA_API,cuMemAlloc_v2
0.1,30081973,606,49640.2,39136,54303,2222.6,CUDA_KERNEL,k_eam_fast
0.1,23279596,8772,2653.9,1752,18653,981.6,CUDA_API,cuEventRecord
0.1,20186687,606,33311.4,22943,44992,3355.5,CUDA_KERNEL,k_energy_fast
0.0,14685831,1440,10198.5,4424,39184,3490.9,CUDA_API,cuLaunchKernel
0.0,13502174,1308,10322.8,2112,26176,5414.4,MEMORY_OPER,[CUDA memcpy DtoH]
0.0,10697177,1446,7397.8,3800,20090,2163.8,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,9454920,48,196977.5,6171,1554658,500843.5,CUDA_API,cuMemAllocHost_v2
0.0,6723306,1296,5187.7,3853,15345,816.3,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,6342542,54,117454.5,17840,261782,104323.5,CUDA_API,cuMemcpyHtoD_v2
0.0,5523061,84,65750.7,60064,69696,3031.7,CUDA_KERNEL,calc_neigh_list_cell
0.0,3586798,132,27172.7,1972,604542,80893.4,CUDA_API,cuStreamSynchronize
0.0,3287979,24,136999.1,73372,195481,45535.3,CUDA_API,cuModuleLoadDataEx
0.0,879514,6,146585.7,69005,223575,60390.0,CUDA_API,cuMemGetInfo_v2
0.0,513480,12,42790.0,33030,54426,5500.6,CUDA_API,cuMemcpyDtoH_v2
0.0,445376,132,3374.1,2815,4032,341.2,CUDA_KERNEL,kernel_zero
0.0,210374,240,876.6,475,7943,765.1,CUDA_API,cuEventCreate
0.0,143563,240,598.2,319,2767,340.6,CUDA_API,cuEventDestroy_v2
0.0,76082,6,12680.3,10424,17756,2618.6,CUDA_API,cuMemsetD8Async
0.0,45792,12,3816.0,3552,4288,228.4,CUDA_KERNEL,kernel_info
0.0,24891,6,4148.5,3071,5888,1125.2,CUDA_API,cuInit
0.0,11648,6,1941.3,1824,2208,153.7,MEMORY_OPER,[CUDA memset]

