Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation,Benchmark,Size,GPUs
0.0,95700137,3232,29610.2,23424,86432,7181.1,CUDA_KERNEL,interp,in.rhodo,256,4
0.0,82349906,352,233948.6,5218,4010020,743965.2,CUDA_API,cuMemAllocHost_v2,in.rhodo,256,4
0.0,78768510,384,205126.3,191936,239295,9682.1,CUDA_KERNEL,kernel_special,in.rhodo,256,4
0.0,74743099,3232,23126.0,11645,85628,5154.8,CUDA_API,cuMemsetD32Async,in.rhodo,256,4
0.0,39698003,3328,11928.5,1568,89536,15461.6,MEMORY_OPER,[CUDA memset],in.rhodo,256,4
0.0,38003898,3232,11758.6,4800,84960,12428.5,CUDA_KERNEL,particle_map,in.rhodo,256,4
0.0,34410362,64,537661.9,68647,1278878,314590.5,CUDA_API,cuMemGetInfo_v2,in.rhodo,256,4
0.0,29241142,160,182757.1,83748,485128,50205.1,CUDA_API,cuModuleLoadDataEx,in.rhodo,256,4
0.0,23987470,704,34073.1,1815,802836,97036.9,CUDA_API,cuStreamSynchronize,in.rhodo,256,4
0.0,4473780,384,11650.5,8992,40736,2895.5,CUDA_KERNEL,transpose,in.rhodo,256,4
0.0,2837284,64,44332.6,32868,127860,17023.4,CUDA_API,cuMemcpyDtoH_v2,in.rhodo,256,4
0.0,1430071,352,4062.7,2848,11296,642.5,CUDA_KERNEL,kernel_zero,in.rhodo,256,4
0.0,1380029,1344,1026.8,392,11337,1095.5,CUDA_API,cuEventCreate,in.rhodo,256,4
0.0,1023362,1344,761.4,255,22459,1332.1,CUDA_API,cuEventDestroy_v2,in.rhodo,256,4
0.0,919493,96,9578.1,6242,21215,3124.3,CUDA_API,cuMemsetD8Async,in.rhodo,256,4
0.0,252925,64,3952.0,3615,6304,360.1,CUDA_KERNEL,kernel_info,in.rhodo,256,4
0.0,182619,32,5706.8,5180,7005,383.9,CUDA_API,cuInit,in.rhodo,256,4
63.5,1635704131485,96,17038584703.0,16661383467,17165393737,116802475.3,CUDA_API,cuCtxCreate_v2,in.rhodo,256,6
35.1,902834955186,96,9404530783.2,8744710093,9874338326,427710963.2,CUDA_API,cuCtxDestroy_v2,in.rhodo,256,6
0.3,8299027297,336,24699486.0,9683,180112926,56502829.1,CUDA_API,cuMemHostAlloc,in.rhodo,256,6
0.2,6422311072,68544,93696.2,1460,9815997,664892.8,CUDA_API,cuEventSynchronize,in.rhodo,256,6
0.2,6256583162,864,7241415.7,5528,106112453,19968842.3,CUDA_API,cuMemFreeHost,in.rhodo,256,6
0.2,4895152504,1680,2913781.3,3728,60481108,7788371.1,CUDA_API,cuMemFree_v2,in.rhodo,256,6
0.2,4169435898,1680,2481807.1,2922,57060457,8543201.9,CUDA_API,cuMemAlloc_v2,in.rhodo,256,6
0.0,953166537,1872,509170.2,10625,1541733,334975.9,CUDA_API,cuMemcpyHtoD_v2,in.rhodo,256,6
0.0,759398704,17568,43226.2,1568,207454,35561.9,MEMORY_OPER,[CUDA memcpy HtoD],in.rhodo,256,6
0.0,679518902,4848,140164.8,128096,203199,6442.2,CUDA_KERNEL,k_charmm_long,in.rhodo,256,6
