Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
62.7,23863307946,12,1988608995.5,1842330411,2076425200,82335243.0,CUDA_API,cuCtxCreate_v2
20.9,7958348134,12,663195677.8,635438156,723809040,28355094.8,CUDA_API,cuCtxDestroy_v2
8.2,3121781470,49548,63005.2,1471,6240399,404662.2,CUDA_API,cuEventSynchronize
1.3,505241464,3606,140111.3,132128,162880,3733.9,CUDA_KERNEL,k_charmm_long
1.2,446027912,3606,123690.5,113985,156800,5620.7,CUDA_KERNEL,make_rho
0.8,286929001,12846,22336.1,1568,55904,12046.8,MEMORY_OPER,[CUDA memcpy HtoD]
0.7,271549772,1224,221854.4,10925,689894,152688.8,CUDA_API,cuMemcpyHtoD_v2
0.7,256545743,402,638173.5,620063,747360,23331.4,CUDA_KERNEL,calc_neigh_list_cell
0.7,252356719,91968,2744.0,1631,73290,1287.2,CUDA_API,cuEventRecord
0.4,151839997,18108,8385.2,1855,27744,5689.6,MEMORY_OPER,[CUDA memcpy DtoH]
0.4,140778086,15708,8962.2,4845,77086,3317.4,CUDA_API,cuLaunchKernel
0.3,97853449,42,2329844.0,6528,14920480,4612894.7,CUDA_API,cuMemHostAlloc
0.3,96996216,11622,8345.9,3796,158413,3413.3,CUDA_API,cuMemcpyHtoDAsync_v2
0.2,94194061,18096,5205.2,3272,17568,1294.0,CUDA_API,cuMemcpyDtoHAsync_v2
0.2,92007287,3606,25515.1,22848,40512,1833.2,CUDA_KERNEL,interp
0.2,72417687,402,180143.5,171713,214913,6080.1,CUDA_KERNEL,kernel_special
0.2,70953943,210,337875.9,3673,3473622,813785.1,CUDA_API,cuMemFree_v2
0.2,67265881,108,622832.2,4773,8317342,1599338.1,CUDA_API,cuMemFreeHost
0.2,61490821,210,292813.4,2053,5183688,777425.0,CUDA_API,cuMemAlloc_v2
0.1,35074784,2404,14590.2,10537,78335,2455.7,CUDA_API,cuMemsetD32Async
0.1,19685644,1220,16135.8,4496,41836,2488.8,CUDA_API,cuMemsetD8Async
0.1,19204354,3606,5325.7,4128,12608,722.8,CUDA_KERNEL,particle_map
0.0,16729442,3624,4616.3,1567,19808,1997.2,MEMORY_OPER,[CUDA memset]
0.0,14157926,66,214514.0,4263,3211845,674155.8,CUDA_API,cuMemAllocHost_v2
0.0,5405577,12,450464.8,123265,657001,163853.0,CUDA_API,cuMemGetInfo_v2
0.0,4245302,30,141510.1,69735,260997,46723.8,CUDA_API,cuModuleLoadDataEx
0.0,3493604,132,26466.7,1869,585668,79103.7,CUDA_API,cuStreamSynchronize
0.0,3472640,402,8638.4,7168,20192,1974.0,CUDA_KERNEL,transpose
0.0,511643,12,42636.9,33982,53483,5120.5,CUDA_API,cuMemcpyDtoH_v2
0.0,256537,252,1018.0,393,7220,821.8,CUDA_API,cuEventCreate
0.0,235682,66,3570.9,3231,3872,140.0,CUDA_KERNEL,kernel_zero
0.0,157560,252,625.2,270,12454,1166.6,CUDA_API,cuEventDestroy_v2
0.0,46562,12,3880.2,3744,4160,145.8,CUDA_KERNEL,kernel_info
0.0,26664,6,4444.0,3260,5756,1200.9,CUDA_API,cuInit

