Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
65.1,389114039154,48,8106542482.4,7887882758,8264478564,123990558.5,CUDA_API,cuCtxCreate_v2
33.7,201462092173,48,4197126920.3,4056118718,4223888514,25010591.9,CUDA_API,cuCtxDestroy_v2
0.4,2557952634,240,10658136.0,8103,101537766,26704779.3,CUDA_API,cuMemHostAlloc
0.3,1781032876,442,4029486.1,5822,50150763,10166445.9,CUDA_API,cuMemFreeHost
0.2,1028640445,22128,46485.9,1591,608913,98134.7,CUDA_API,cuEventSynchronize
0.1,770149383,663,1161612.9,4919,27418970,4472928.6,CUDA_API,cuMemFree_v2
0.1,398667272,663,601308.1,3938,29860601,2546758.8,CUDA_API,cuMemAlloc_v2
0.0,144076475,202,713249.9,7173,9730626,2016629.9,CUDA_API,cuMemAllocHost_v2
0.0,111630547,35088,3181.4,1777,43852,1767.0,CUDA_API,cuEventRecord
0.0,68344948,5760,11865.4,4504,72888,5989.7,CUDA_API,cuLaunchKernel
0.0,57498957,6000,9583.2,1567,29568,5765.8,MEMORY_OPER,[CUDA memcpy HtoD]
0.0,54364657,2424,22427.7,18656,33952,816.3,CUDA_KERNEL,k_eam_fast
0.0,53237063,5784,9204.2,3579,355635,7729.6,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,38706241,2424,15967.9,13535,29729,920.5,CUDA_KERNEL,k_energy_fast
0.0,35782749,5184,6902.5,3654,24887,2807.4,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,28682855,216,132791.0,17685,304996,87836.5,CUDA_API,cuMemcpyHtoD_v2
0.0,19566478,96,203817.5,80567,419138,84192.9,CUDA_API,cuModuleLoadDataEx
0.0,19119317,336,56902.7,49024,61984,1030.2,CUDA_KERNEL,calc_neigh_list_cell
0.0,18788035,5232,3591.0,1696,13920,1472.9,MEMORY_OPER,[CUDA memcpy DtoH]
0.0,13976640,24,582360.0,131574,1178780,343265.3,CUDA_API,cuMemGetInfo_v2
0.0,7032266,528,13318.7,2135,304556,29840.2,CUDA_API,cuStreamSynchronize
0.0,2194318,48,45715.0,31782,128622,15150.5,CUDA_API,cuMemcpyDtoH_v2
0.0,2011326,528,3809.3,2847,4928,582.5,CUDA_KERNEL,kernel_zero
0.0,1294467,960,1348.4,481,11424,1164.9,CUDA_API,cuEventCreate
0.0,615054,960,640.7,318,15054,568.7,CUDA_API,cuEventDestroy_v2
0.0,511975,24,21332.3,15433,25656,2827.3,CUDA_API,cuMemsetD8Async
0.0,188992,48,3937.3,3584,4512,203.2,CUDA_KERNEL,kernel_info
0.0,138978,24,5790.8,4561,7123,545.3,CUDA_API,cuInit
0.0,49502,24,2062.6,1824,2591,199.0,MEMORY_OPER,[CUDA memset]

