Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
49.4,89293329698,24,3720555404.1,3560340445,3754049779,45943802.1,CUDA_API,cuCtxCreate_v2
26.1,47087522240,24,1961980093.3,1919953602,2009455470,18186515.7,CUDA_API,cuCtxDestroy_v2
16.4,29713335405,99096,299843.9,1480,7566824,1039293.1,CUDA_API,cuEventSynchronize
3.7,6634495861,25692,258232.0,1568,890883,377279.4,MEMORY_OPER,[CUDA memcpy HtoD]
0.8,1367466034,36216,37758.6,1824,217120,56242.4,MEMORY_OPER,[CUDA memcpy DtoH]
0.6,997197305,7212,138269.2,121664,152096,3420.3,CUDA_KERNEL,k_charmm_long
0.4,684218191,7212,94872.2,85792,120064,3221.5,CUDA_KERNEL,make_rho
0.3,601253603,183936,3268.8,1576,85267,2654.9,CUDA_API,cuEventRecord
0.3,585104252,804,727741.6,714179,748418,5771.9,CUDA_KERNEL,calc_neigh_list_cell
0.3,547504108,2448,223653.6,11053,861548,173571.0,CUDA_API,cuMemcpyHtoD_v2
0.2,450679690,7212,62490.3,40575,85664,9293.9,CUDA_KERNEL,interp
0.2,396971555,31416,12636.0,4818,83322,6602.8,CUDA_API,cuLaunchKernel
0.2,393006042,84,4678643.4,6343,33332052,10348588.5,CUDA_API,cuMemHostAlloc
0.2,312559642,420,744189.6,4040,5814618,1550789.2,CUDA_API,cuMemFree_v2
0.2,295604628,216,1368539.9,5617,13496135,2956134.8,CUDA_API,cuMemFreeHost
0.2,287965681,23244,12388.8,3674,59369,5940.7,CUDA_API,cuMemcpyHtoDAsync_v2
0.1,230671421,420,549217.7,4209,8441453,1693056.3,CUDA_API,cuMemAlloc_v2
0.1,207835513,36192,5742.6,3438,61883,1454.0,CUDA_API,cuMemcpyDtoHAsync_v2
0.1,166349409,7248,22951.1,6629,92151,5584.0,CUDA_API,cuMemsetD8Async
0.1,149035028,804,185367.0,178113,223713,3341.3,CUDA_KERNEL,kernel_special
0.1,127320149,7248,17566.2,1568,47168,9501.5,MEMORY_OPER,[CUDA memset]
0.1,101754420,7212,14109.0,4544,38912,7974.2,CUDA_KERNEL,particle_map
0.0,65730321,132,497957.0,5229,5137664,1128977.1,CUDA_API,cuMemAllocHost_v2
0.0,9350072,60,155834.5,79295,202089,37219.4,CUDA_API,cuModuleLoadDataEx
0.0,7210723,264,27313.3,1941,617120,81110.6,CUDA_API,cuStreamSynchronize
0.0,6206650,24,258610.4,64583,489788,122136.5,CUDA_API,cuMemGetInfo_v2
0.0,5334759,804,6635.3,5792,10592,603.6,CUDA_KERNEL,transpose
0.0,926761,24,38615.0,31348,50829,4398.2,CUDA_API,cuMemcpyDtoH_v2
0.0,515096,504,1022.0,401,8631,934.6,CUDA_API,cuEventCreate
0.0,477076,132,3614.2,3231,4352,174.5,CUDA_KERNEL,kernel_zero
0.0,332250,504,659.2,268,13271,992.6,CUDA_API,cuEventDestroy_v2
0.0,92449,24,3852.0,3552,4480,196.0,CUDA_KERNEL,kernel_info
0.0,67266,12,5605.5,3074,6731,888.1,CUDA_API,cuInit

