Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
55.2,844364381181,72,11727283072.0,11319261448,12148490963,313135396.5,CUDA_API,cuCtxCreate_v2
32.2,492752316234,72,6843782169.9,6664970848,6923727498,51867870.7,CUDA_API,cuCtxDestroy_v2
9.2,141235474111,51408,2747344.3,1468,109204136,9329968.5,CUDA_API,cuEventSynchronize
0.7,10309769689,1260,8182356.9,5875,61002282,12193213.5,CUDA_API,cuMemFree_v2
0.5,8027448835,252,31854955.7,8288,116935091,49043317.0,CUDA_API,cuMemHostAlloc
0.5,7484687242,648,11550443.3,10101,120926560,19463030.2,CUDA_API,cuMemFreeHost
0.4,6455119736,1404,4597663.6,10000,8061765,2704377.3,CUDA_API,cuMemcpyHtoD_v2
0.4,6277561377,1260,4982191.6,4055,43985648,11838076.3,CUDA_API,cuMemAlloc_v2
0.3,4275474943,432,9896932.7,362239,76832612,20310081.6,CUDA_KERNEL,kernel_special
0.2,3307024492,3636,909522.7,868671,965791,13487.7,CUDA_KERNEL,k_charmm_long
0.2,2792984210,13176,211975.1,1695,6752498,760444.2,MEMORY_OPER,[CUDA memcpy HtoD]
0.0,705752203,432,1633685.7,1427645,1770012,100178.6,CUDA_KERNEL,calc_neigh_list_cell
0.0,551486773,18648,29573.5,1727,95551,26693.6,MEMORY_OPER,[CUDA memcpy DtoH]
0.0,535478095,3636,147271.2,136223,166495,5012.8,CUDA_KERNEL,make_rho
0.0,366732463,96048,3818.2,1582,81934,4193.2,CUDA_API,cuEventRecord
0.0,280979311,396,709543.7,6122,5605155,1051309.5,CUDA_API,cuMemAllocHost_v2
0.0,220846106,16308,13542.2,4980,109197,8130.6,CUDA_API,cuLaunchKernel
0.0,185312336,11772,15741.8,4154,62614,8716.5,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,118168034,3636,32499.5,28832,44480,2850.3,CUDA_KERNEL,interp
0.0,111870243,18576,6022.3,3235,111649,2317.9,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,95388512,792,120440.0,1911,3275086,399226.1,CUDA_API,cuStreamSynchronize
0.0,93363223,3744,24936.8,6972,87969,9302.9,CUDA_API,cuMemsetD8Async
0.0,48365113,72,671737.7,69620,1454637,328710.1,CUDA_API,cuMemGetInfo_v2
0.0,41699750,3636,11468.6,6496,29056,4874.1,CUDA_KERNEL,particle_map
0.0,35363053,180,196461.4,88929,434998,49648.8,CUDA_API,cuModuleLoadDataEx
0.0,34452039,3744,9201.9,1472,27488,6206.9,MEMORY_OPER,[CUDA memset]
0.0,9759294,432,22591.0,19776,36128,3152.1,CUDA_KERNEL,transpose
0.0,3009444,72,41797.8,31923,117316,14227.0,CUDA_API,cuMemcpyDtoH_v2
0.0,2284689,1512,1511.0,254,53978,3138.5,CUDA_API,cuEventDestroy_v2
0.0,1718927,1512,1136.9,389,13107,1388.7,CUDA_API,cuEventCreate
0.0,1305086,396,3295.7,2656,4000,260.3,CUDA_KERNEL,kernel_zero
0.0,263039,72,3653.3,3327,4193,278.9,CUDA_KERNEL,kernel_info
0.0,210662,36,5851.7,5320,7500,472.9,CUDA_API,cuInit

