Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
63.9,88767673821,24,3698653075.9,3599544359,3735837031,40628276.6,CUDA_API,cuCtxCreate_v2
34.3,47647319871,24,1985304994.6,1889326531,2059494518,48583679.5,CUDA_API,cuCtxDestroy_v2
0.8,1083643003,11064,97943.1,1455,1266366,202035.6,CUDA_API,cuEventSynchronize
0.3,430685738,120,3589047.8,6406,34850571,9300549.7,CUDA_API,cuMemHostAlloc
0.2,319165188,216,1477616.6,5771,18440780,3732272.0,CUDA_API,cuMemFreeHost
0.1,162226659,324,500699.6,3682,11651600,1810212.2,CUDA_API,cuMemAlloc_v2
0.1,150379198,324,464133.3,4366,6746886,1384407.4,CUDA_API,cuMemFree_v2
0.0,49325990,17544,2811.6,1592,30408,1551.0,CUDA_API,cuEventRecord
0.0,34813328,96,362638.8,5160,3602389,962336.5,CUDA_API,cuMemAllocHost_v2
0.0,34385623,1212,28371.0,20320,35424,2604.6,CUDA_KERNEL,k_eam_fast
0.0,32644584,3000,10881.5,1504,30176,6255.2,MEMORY_OPER,[CUDA memcpy HtoD]
0.0,29702385,2880,10313.3,3994,40830,4562.8,CUDA_API,cuLaunchKernel
0.0,23580452,1212,19455.8,13472,36512,2777.1,CUDA_KERNEL,k_energy_fast
0.0,22572755,2892,7805.2,3682,35591,3209.5,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,15742335,2616,6017.7,1824,23457,3034.4,MEMORY_OPER,[CUDA memcpy DtoH]
0.0,14739524,2592,5686.5,3709,27345,1810.3,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,12983364,108,120216.3,17601,273733,81782.1,CUDA_API,cuMemcpyHtoD_v2
0.0,9149541,168,54461.6,50080,59551,3141.3,CUDA_KERNEL,calc_neigh_list_cell
0.0,7817244,48,162859.3,75839,273192,53015.9,CUDA_API,cuModuleLoadDataEx
0.0,6819100,264,25829.9,1893,591409,75369.0,CUDA_API,cuStreamSynchronize
0.0,6475058,12,539588.2,342543,824285,151958.9,CUDA_API,cuMemGetInfo_v2
0.0,1018010,24,42417.1,30055,117676,16988.6,CUDA_API,cuMemcpyDtoH_v2
0.0,893252,264,3383.5,2688,9888,540.6,CUDA_KERNEL,kernel_zero
0.0,477387,480,994.6,433,6232,815.6,CUDA_API,cuEventCreate
0.0,319047,480,664.7,270,3509,416.2,CUDA_API,cuEventDestroy_v2
0.0,160763,12,13396.9,10526,17932,1994.5,CUDA_API,cuMemsetD8Async
0.0,91935,24,3830.6,3423,4096,219.6,CUDA_KERNEL,kernel_info
0.0,65571,12,5464.3,3277,6219,733.9,CUDA_API,cuInit
0.0,22240,12,1853.3,1728,2176,142.6,MEMORY_OPER,[CUDA memset]

