Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
70.1,24079682114,12,2006640176.2,1940616354,2024685396,22449129.2,CUDA_API,cuCtxCreate_v2
27.1,9296003873,12,774666989.4,751493566,804465667,19723104.3,CUDA_API,cuCtxDestroy_v2
1.7,589204402,5532,106508.4,1562,1292029,222399.4,CUDA_API,cuEventSynchronize
0.3,95325185,60,1588753.1,6412,15812358,4164053.4,CUDA_API,cuMemHostAlloc
0.2,67898434,108,628689.2,6178,8267489,1590908.0,CUDA_API,cuMemFreeHost
0.1,29694854,162,183301.6,4985,2837664,531028.3,CUDA_API,cuMemFree_v2
0.1,25750187,162,158951.8,3679,2555289,496645.8,CUDA_API,cuMemAlloc_v2
0.1,24276049,8772,2767.4,1798,21304,1556.5,CUDA_API,cuEventRecord
0.1,20649004,606,34074.3,28416,37280,1450.8,CUDA_KERNEL,k_eam_fast
0.1,19284068,1500,12856.0,1599,29952,7348.7,MEMORY_OPER,[CUDA memcpy HtoD]
0.0,14783189,1440,10266.1,4448,42250,4057.5,CUDA_API,cuLaunchKernel
0.0,13357287,606,22041.7,15872,41664,2488.0,CUDA_KERNEL,k_energy_fast
0.0,11052816,1446,7643.7,3871,24006,2775.2,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,9281073,48,193355.7,6383,1509137,492094.3,CUDA_API,cuMemAllocHost_v2
0.0,8240509,1308,6300.1,1856,14592,2740.3,MEMORY_OPER,[CUDA memcpy DtoH]
0.0,6895454,1296,5320.6,3813,26091,1494.4,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,6376594,54,118085.1,17394,256296,80196.5,CUDA_API,cuMemcpyHtoD_v2
0.0,5132023,84,61095.5,55456,63841,2210.7,CUDA_KERNEL,calc_neigh_list_cell
0.0,3278636,24,136609.8,79191,180610,38203.8,CUDA_API,cuModuleLoadDataEx
0.0,2928334,132,22184.3,2046,506756,63693.4,CUDA_API,cuStreamSynchronize
0.0,890523,6,148420.5,62894,216104,55875.3,CUDA_API,cuMemGetInfo_v2
0.0,556789,12,46399.1,35643,124199,24564.1,CUDA_API,cuMemcpyDtoH_v2
0.0,442463,132,3352.0,2815,4320,329.4,CUDA_KERNEL,kernel_zero
0.0,214660,240,894.4,482,9378,901.8,CUDA_API,cuEventCreate
0.0,131229,240,546.8,322,2057,270.6,CUDA_API,cuEventDestroy_v2
0.0,68267,6,11377.8,10538,12201,563.7,CUDA_API,cuMemsetD8Async
0.0,44960,12,3746.7,3552,4000,135.4,CUDA_KERNEL,kernel_info
0.0,33242,6,5540.3,4785,6060,446.4,CUDA_API,cuInit
0.0,12095,6,2015.8,1824,2207,199.1,MEMORY_OPER,[CUDA memset]

