Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation
63.6,161048533287,32,5032766665.2,4721617263,5126991662,94095369.2,CUDA_API,cuCtxCreate_v2
34.5,87485751164,32,2733929723.9,2635327470,2812468758,55614833.6,CUDA_API,cuCtxDestroy_v2
0.7,1771026935,9712,182354.5,1471,3922640,493789.3,CUDA_API,cuEventSynchronize
0.3,726891029,96,7571781.6,7284,48420773,16058927.8,CUDA_API,cuMemHostAlloc
0.2,527100026,1296,406713.0,16441,834879,176617.3,CUDA_API,cuMemcpyHtoD_v2
0.2,507591497,192,2643705.7,6706,19764606,5143977.6,CUDA_API,cuMemFreeHost
0.2,504799615,424,1190565.1,4205,23630130,3652771.0,CUDA_API,cuMemAlloc_v2
0.2,401775997,424,947584.9,5278,10568119,2365766.8,CUDA_API,cuMemFree_v2
0.0,87148507,3920,22231.8,1504,45792,12155.7,MEMORY_OPER,[CUDA memcpy HtoD]
0.0,51535549,16448,3133.2,1608,26785,1839.9,CUDA_API,cuEventRecord
0.0,39561005,3072,12877.9,4635,63924,5658.4,CUDA_API,cuLaunchKernel
0.0,37409998,1856,20156.2,2111,37088,7182.7,MEMORY_OPER,[CUDA memcpy DtoH]
0.0,33862896,416,81401.2,78880,84320,981.4,CUDA_KERNEL,calc_neigh_list_cell
0.0,27762811,2624,10580.3,3995,36667,4292.7,CUDA_API,cuMemcpyHtoDAsync_v2
0.0,26348598,96,274464.6,5958,1624436,589263.1,CUDA_API,cuMemAllocHost_v2
0.0,20297613,352,57663.7,1900,1475096,189106.2,CUDA_API,cuStreamSynchronize
0.0,18568173,1616,11490.2,8256,28704,2364.9,CUDA_KERNEL,k_lj_fast
0.0,11690943,1824,6409.5,3550,19983,1685.5,CUDA_API,cuMemcpyDtoHAsync_v2
0.0,9737893,64,152154.6,70807,220048,40332.1,CUDA_API,cuModuleLoadDataEx
0.0,6161858,16,385116.1,106624,634942,166944.4,CUDA_API,cuMemGetInfo_v2
0.0,4465697,416,10734.8,10176,19520,589.0,CUDA_KERNEL,kernel_special
0.0,2879105,416,6920.9,6144,11744,811.8,CUDA_KERNEL,transpose
0.0,1398728,32,43710.3,32671,113034,18170.9,CUDA_API,cuMemcpyDtoH_v2
0.0,591087,512,1154.5,484,12261,1218.8,CUDA_API,cuEventCreate
0.0,584552,176,3321.3,2880,4032,210.4,CUDA_KERNEL,kernel_zero
0.0,306940,512,599.5,269,1845,285.6,CUDA_API,cuEventDestroy_v2
0.0,210055,16,13128.4,11563,15420,1157.2,CUDA_API,cuMemsetD8Async
0.0,119137,32,3723.0,3359,4256,294.0,CUDA_KERNEL,kernel_info
0.0,88182,16,5511.4,2971,6171,724.7,CUDA_API,cuInit
0.0,33694,16,2105.9,2047,2240,45.7,MEMORY_OPER,[CUDA memset]

