TAG,EXEC_TIME,PERFORMANCE,POWER
_1n_0ont_32k,0.1500663757324218,,
_1n_128ont_32k,0.1259825229644775,,
_2n_0ont_32k,0.0822744369506836,,
_2n_64ont_32k,0.0830049514770507,,
_4n_32ont_32k,0.1053528785705566,,
in.lj_128n_1ont_256k_220p,15.103330183029176,452852.52993333334,442.3003095878136
in.lj_128n_1ont_32k_220p,7.84882607460022,1912393.847,386.16958055555557
in.lj_16n_8ont_256k_220p,18.154053942362467,254424.9228,481.06531581581584
in.lj_16n_8ont_32k_220p,4.812217537562052,1185509.4350666667,386.17879999999997
in.lj_1n_128ont_256k_220p,260.9263193130493,16632.590533333332,426.87708100929615
in.lj_1n_128ont_32k_220p,34.8420415242513,126682.18326666667,410.92482269503546
in.lj_2n_64ont_256k_220p,80.49639943440755,54410.77193333334,461.00292700864134
in.lj_2n_64ont_32k_220p,10.213128582636516,467678.6124666667,408.6500947368421
in.lj_32n_4ont_256k_220p,13.198646100362142,377392.0788666667,469.0329382716049
in.lj_32n_4ont_32k_220p,4.329806995391846,1663415.5500666664,394.1020740740741
in.lj_4n_32ont_256k_220p,47.273071670532225,93032.37906666666,468.7749645390071
in.lj_4n_32ont_32k_220p,7.540768464406331,641908.3857333333,393.9563904761905
in.lj_64n_2ont_256k_220p,12.85127921104431,429318.57060000004,461.82933333333335
in.lj_64n_2ont_32k_220p,4.12766105333964,3318468.2902,381.322962962963
in.lj_8n_16ont_256k_220p,28.39269560178121,157414.89246666667,476.36076388888887
in.lj_8n_16ont_32k_220p,5.994875637690226,855468.3132666667,385.1944444444444
in.rhodo.scaled.test_128n_1ont_2048k_220p,65.14843173027039,1.7704666666666666,482.6259387755102
in.rhodo.scaled.test_128n_1ont_256k_220p,14.50618446667989,12.738133333333334,432.4168337164751
in.rhodo.scaled.test_128n_1ont_864k_220p,31.67046349843343,4.114066666666667,464.3399861111111
in.rhodo.scaled.test_16n_8ont_2048k_220p,87.01425340970357,1.2227999999999999,437.0687561521253
in.rhodo.scaled.test_16n_8ont_256k_220p,12.853699970245362,9.202533333333333,412.6623333333333
in.rhodo.scaled.test_16n_8ont_864k_220p,39.132075707117714,2.780333333333333,427.38462499999997
in.rhodo.scaled.test_1n_128ont_2048k_220p,33.50636253356934,,392.68757102908273
in.rhodo.scaled.test_1n_128ont_256k_220p,84.84323585828146,1.2564666666666668,314.0940256967407
in.rhodo.scaled.test_1n_128ont_864k_220p,273.1586363951365,0.38953333333333334,312.98159473380497
in.rhodo.scaled.test_1n_1ont_256k_190p,316.56167764133875,0.33011111111111113,197.8030518763797
in.rhodo.scaled.test_2n_64ont_256k_220p,39.60308418273926,2.741,314.6464209339774
in.rhodo.scaled.test_2n_64ont_864k_220p,130.30498967170715,0.8157999999999999,307.3622585034014
in.rhodo.scaled.test_32n_4ont_2048k_220p,70.5221936861674,1.5277333333333334,478.2576802721088
in.rhodo.scaled.test_32n_4ont_256k_220p,10.869591331481933,11.872066666666665,443.501784992785
in.rhodo.scaled.test_32n_4ont_864k_220p,31.328790124257406,3.5845333333333333,467.64095833333334
in.rhodo.scaled.test_4n_32ont_2048k_220p,186.60698480606078,0.5657333333333333,337.2897625427251
in.rhodo.scaled.test_4n_32ont_256k_220p,25.365248076121013,4.315066666666667,342.41445390070925
in.rhodo.scaled.test_4n_32ont_864k_220p,79.83276904424032,1.3322,341.0609632218184
in.rhodo.scaled.test_64n_1ont_256k_190p,10.488759899139405,14.304300000000001,311.68868861522253
in.rhodo.scaled.test_64n_1ont_864k_190p,27.1591166973114,4.3637999999999995,481.70062500000006
in.rhodo.scaled.test_64n_1ont_864k_190p_testkmp,27.29668974876404,4.348,481.0320833333333
in.rhodo.scaled.test_64n_2ont_2048k_220p,62.42393628756205,1.7679333333333331,489.587537414966
in.rhodo.scaled.test_64n_2ont_256k_190p,10.987901759147643,13.4091,404.8483957002479
in.rhodo.scaled.test_64n_2ont_256k_220p,10.905854304631552,13.670333333333334,449.34803030303027
in.rhodo.scaled.test_64n_2ont_864k_220p,28.664232842127483,4.1204,480.27380555555555
in.rhodo.scaled.test_8n_16ont_2048k_220p,118.89889872868856,0.8899333333333334,386.20839096154174
in.rhodo.scaled.test_8n_16ont_256k_220p,16.737901401519775,6.735666666666666,379.869431372549
in.rhodo.scaled.test_8n_16ont_864k_220p,51.26395508448283,2.0924,390.71456764148957
in.rhodo_128n_1ont_32k,6.434139966964722,66.157,
in.rhodo_128n_1ont_32k_190p,7.7131311893463135,63.32899999999999,338.40760771762854
in.rhodo_128n_1ont_32k_220p,7.76196651160717,63.875,375.74206510416667
in.rhodo_16n_1ont_32k_190p,4.288521480560303,36.0418,293.481898989899
in.rhodo_16n_8ont_32k,2.325218915939331,58.347,
in.rhodo_16n_8ont_32k_220p,3.2339976876974106,57.842875,354.18318452380953
in.rhodo_1n_128ont_32k,2.0744622349739075,8.499,
in.rhodo_1n_128ont_32k_220p,12.625844299793243,8.9561875,360.66935538949275
in.rhodo_1n_1ont_32k_190p,38.60421562194824,2.7584545454545455,200.8453409090909
in.rhodo_2n_1ont_32k_190p,20.442131686210633,5.4086,210.0069325689436
in.rhodo_2n_64ont_32k,1.2805235981941223,20.221,
in.rhodo_2n_64ont_32k_220p,6.468480467796326,20.025,362.18732954545453
in.rhodo_32n_1ont_32k_190p,3.723758816719055,60.0379,340.06438888888886
in.rhodo_32n_4ont_32k,2.740262031555176,70.132,
in.rhodo_32n_4ont_32k_220p,3.5730602741241455,69.7845,363.9063132440476
in.rhodo_4n_1ont_32k_190p,11.059552478790284,10.4027,225.65086363636365
in.rhodo_4n_32ont_32k,0.9153038263320923,32.109,
in.rhodo_4n_32ont_32k_220p,4.31676359474659,32.0945,368.4553013392857
in.rhodo_64n_1ont_32k_190p,4.338571810722351,88.73193333333333,293.6464181577477
in.rhodo_64n_2ont_32k,3.5450360774993896,81.775,
in.rhodo_64n_2ont_32k_220p,4.484748736023903,80.9763125,383.74
in.rhodo_64ont_32k_190p,10.079180598258972,11.588000000000001,240.67983348751156
in.rhodo_8n_16ont_32k,2.326098918914795,44.791,
in.rhodo_8n_16ont_32k_220p,3.4481560736894608,46.078875,358.01489583333336
in.rhodo_8n_1ont_32k_190p,6.427352666854858,19.714100000000002,252.77706043956042
rh_kokkos_1g_1nt_1hf_32k_mod,8.953904390335083,26.4665,89.85
