power.draw [W], uuid
81.12 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
86.07 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
79.19 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
81.18 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
78.33 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
87.52 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
81.23 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
81.71 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
81.12 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
86.01 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
79.14 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
81.12 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
78.28 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
87.03 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
81.23 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
81.71 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
56.09 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
60.00 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
53.19 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
55.12 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
53.22 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
60.52 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
67.25 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
55.19 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
56.09 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
60.00 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
52.70 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
55.16 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
52.74 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
