power.draw [W], uuid
79.19 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
79.78 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
75.81 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
76.83 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
76.35 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
81.23 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
79.78 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
77.36 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
79.14 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
79.73 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
75.76 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
76.78 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
76.35 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
81.23 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
79.73 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
77.36 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
54.60 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
54.67 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
52.19 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
58.47 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
55.60 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
56.12 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
56.12 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
60.96 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
54.60 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
54.67 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
51.22 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
50.77 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
55.60 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
56.12 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
56.12 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
51.77 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
54.60 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
54.67 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
51.22 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
50.29 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
55.60 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
56.12 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
55.64 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
51.77 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
54.60 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
54.67 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
51.22 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
50.29 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
55.12 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
56.12 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
55.64 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
51.77 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
66.15 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
66.24 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
62.77 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
63.30 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
63.82 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
68.18 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
65.76 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
63.82 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
66.15 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
66.72 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
62.77 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
63.78 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
63.34 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
68.18 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
65.76 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
63.82 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
66.15 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
66.24 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
62.77 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
63.78 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
63.34 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
68.18 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
65.28 W, GPU-6155bed0-c900-ea99-db48-3e6bdce4c478
63.82 W, GPU-97afa27d-2ebf-1aa5-1dbb-8ee4cd3624d2
65.67 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
66.24 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
62.77 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
63.30 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
62.86 W, GPU-45397966-85d1-e465-7316-eefbeefe13da
67.69 W, GPU-6055ed45-98c4-5fc7-1309-ec8851445db7
