power.draw [W], uuid
45.54 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
45.54 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
62.90 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.48 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.48 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.48 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.48 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.48 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.48 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
75.48 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
70.16 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.45 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.40 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.40 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.88 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.88 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.88 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.88 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.93 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
76.88 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
