Running for 7200.0 seconds (7200 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
15:48:37   0.1   0.0   0.7  99.3   0.0    2   3635   3053   24    2    0  88.23 
15:48:38   1.0   0.0   0.4  98.6   0.0    6 121486    656  103    0    0  88.96 
15:48:39   1.1   0.0   0.2  98.8   0.0    2  56807    539    0    0    0  88.61 
15:48:40   1.0   0.0   0.0  99.0   0.0    2    315    403    0    0    0  88.17 
15:48:41   1.0   0.0   0.0  99.0   0.0    3    420    965    0    0    1  86.70 
15:48:42   1.0   0.0   0.0  99.0   0.0    3    378    433    0    0    0  88.23 
15:48:43   1.0   0.0   0.0  99.0   0.0    2    327    406    0    0    0  88.07 
15:48:44   1.0   0.0   0.0  99.0   0.0    2    268    366    0    0    0  88.11 
15:48:45   1.0   0.0   0.0  99.0   0.0    2    241    364    0    0    0  88.08 
15:48:46   1.0   0.0   0.0  99.0   0.0    2    425    516    0    0    0  88.12 
15:48:47   1.0   0.0   0.0  99.0   0.0    2    377    430    0    0    0  88.17 
15:48:48   1.0   0.0   0.0  99.0   0.0    2    282    397    0    0    0  88.14 
15:48:49   1.0   0.0   0.0  99.0   0.0    2    264    371    0    0    0  88.19 
15:48:50   1.0   0.0   0.0  99.0   0.0    2    452    457    0    0    0  87.89 
15:48:51   1.0   0.0   0.0  99.0   0.0    2    320    422    0    0    0  88.16 
15:48:52   1.0   0.0   0.0  99.0   0.0    2    273    397    0    0    0  88.13 
15:48:53   1.0   0.0   0.0  99.0   0.0    2    283    376    0    0    0  88.23 
15:48:54   1.0   0.0   0.0  99.0   0.0    2    406    438    0    0    0  88.25 
15:48:55   1.0   0.0   0.0  99.0   0.0    2    316    404    0    0    0  88.15 
15:48:56   1.0   0.0   0.0  99.0   0.0    2    246    373    0    0    0  87.56 
15:48:57   1.0   0.0   0.0  99.0   0.0    2    911    620    0    0    0  88.63 
15:48:58   1.0   0.0   0.0  99.0   0.0    2    400    433    0    0    0  87.63 
15:48:59   1.0   0.0   0.0  99.0   0.0    2    320    410    0    0    0  88.07 
15:49:00   1.0   0.0   0.0  99.0   0.0    2    559    437    0    0    0  88.31 
15:49:01   1.0   0.0   0.0  99.0   0.0    2    258    388    0    0    0  88.28 
15:49:02   1.0   0.0   0.0  99.0   0.0    2    412    492    0    0    0  88.15 
15:49:03   1.0   0.0   0.0  99.0   0.0    2    354    409    0    0    0  88.18 
15:49:04   1.0   0.0   0.0  99.0   0.0    2    271    388    0    0    0  87.76 
15:49:05   1.0   0.0   0.0  99.0   0.0    2    240    387    0    0    0  87.73 
15:49:06   1.0   0.0   0.0  99.0   0.0    2    397    430    0    0    0  88.06 
15:49:07   1.0   0.0   0.0  99.0   0.0    2    352    463    0    0    0  88.69 
15:49:08   1.0   0.0   0.0  99.0   0.0    3    241    361    0    0    0  88.27 
15:49:09   1.0   0.0   0.0  99.0   0.0    2    261    390    0    0    0  87.80 
15:49:10   1.0   0.0   0.0  99.0   0.0    2    571    493    0    0    0  88.42 
15:49:11   1.0   0.0   0.0  99.0   0.0    2    336    477    0    0    0  88.83 
15:49:12   1.0   0.0   0.0  99.0   0.0    2    264    396    0    0    0  88.29 
15:49:13   1.0   0.0   0.0  99.0   0.0    2    268    567    0    0    0  88.44 
15:49:14   1.0   0.0   0.0  99.0   0.0    2    420    426    0    0    0  87.87 
15:49:15   1.0   0.0   0.0  99.0   0.0    2    317    406    0    0    0  87.49 
15:49:16   1.0   0.0   0.0  99.0   0.0    2    238    372    0    0    0  88.47 
15:49:17   1.0   0.0   0.0  99.0   0.0    2    298    398    0    0    0  87.83 
15:49:18   1.0   0.0   0.0  99.0   0.0    2    384    430    0    0    0  86.89 
15:49:19   1.0   0.0   0.0  99.0   0.0    2    326    401    0    0    0  88.42 
15:49:20   1.1   0.0   0.0  98.9   0.0    2    980    804    0    0    0  89.05 
15:49:21   1.0   0.0   0.0  99.0   0.0    2    277    402    0    0    0  86.82 
15:49:22   1.0   0.0   0.0  99.0   0.0    2    416    472    0    0    0  88.41 
15:49:23   1.0   0.0   0.0  99.0   0.0    2    358    422    0    0    0  88.60 
