power.draw [W], uuid
82.09 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
84.62 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
76.78 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
80.69 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
70.55 W, GPU-4a533c59-88f5-c898-61b2-e29981cd17e4
73.54 W, GPU-0bfa8b63-30ba-2e0c-80ef-99b89d9267a2
41.13 W, GPU-254fe923-5256-d79f-5437-de07b84e8e5f
43.54 W, GPU-cdc1e6b0-c1f4-441e-40f6-ba7b55962cfd
81.61 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
84.13 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
76.29 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
80.21 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
70.06 W, GPU-4a533c59-88f5-c898-61b2-e29981cd17e4
73.54 W, GPU-0bfa8b63-30ba-2e0c-80ef-99b89d9267a2
41.13 W, GPU-254fe923-5256-d79f-5437-de07b84e8e5f
43.54 W, GPU-cdc1e6b0-c1f4-441e-40f6-ba7b55962cfd
55.60 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
54.67 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
59.96 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
54.67 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
47.42 W, GPU-4a533c59-88f5-c898-61b2-e29981cd17e4
49.87 W, GPU-0bfa8b63-30ba-2e0c-80ef-99b89d9267a2
41.13 W, GPU-254fe923-5256-d79f-5437-de07b84e8e5f
43.57 W, GPU-cdc1e6b0-c1f4-441e-40f6-ba7b55962cfd
68.13 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
67.74 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
62.82 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
66.24 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
58.02 W, GPU-4a533c59-88f5-c898-61b2-e29981cd17e4
60.52 W, GPU-0bfa8b63-30ba-2e0c-80ef-99b89d9267a2
57.54 W, GPU-254fe923-5256-d79f-5437-de07b84e8e5f
60.96 W, GPU-cdc1e6b0-c1f4-441e-40f6-ba7b55962cfd
68.13 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
