power.draw [W], uuid
50.32 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
50.32 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
69.58 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
69.58 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
69.58 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
69.58 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.11 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.11 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.11 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.55 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
70.06 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
