power.draw [W], uuid
74.51 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
46.51 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
74.51 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
46.51 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
62.90 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
65.36 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
77.46 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
77.41 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
75.48 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
77.90 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
75.96 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
77.95 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
