power.draw [W], uuid
85.95 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
88.00 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
86.49 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
85.58 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
43.54 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
49.38 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
85.95 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
88.00 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
86.49 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
85.10 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
43.54 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
49.38 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
71.03 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
55.19 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
73.50 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
53.26 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
43.57 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
49.38 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
71.03 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
72.09 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
73.01 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
69.19 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
62.37 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
67.25 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
71.03 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
72.09 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
73.01 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
69.19 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
62.37 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
67.25 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
71.03 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
72.09 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
70.59 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
68.71 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
62.37 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
67.25 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
71.03 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
71.61 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
70.11 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
68.71 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
62.37 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
67.25 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
70.55 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
71.61 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
70.11 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
68.71 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
62.37 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
67.25 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
117.11 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
121.61 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
121.52 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
121.04 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
110.92 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
110.58 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
121.04 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
123.62 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
120.56 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
120.64 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
110.51 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
110.10 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
121.04 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
121.12 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
120.56 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
121.52 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
109.47 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
111.06 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
121.04 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
124.02 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
122.01 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
121.12 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
111.40 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
111.06 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
120.96 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
124.10 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
122.01 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
123.05 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
110.92 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
110.58 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
122.49 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
122.57 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
121.52 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
123.05 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
110.92 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
112.99 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
122.97 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
123.54 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
121.52 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
123.05 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
111.40 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
112.51 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
120.96 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
123.05 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
121.52 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
123.54 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
111.40 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
111.54 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
122.49 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
123.54 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
122.49 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
122.57 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
110.92 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
112.51 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
122.41 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
123.05 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
121.44 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
122.09 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
111.88 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
112.51 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
121.44 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
123.05 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
121.04 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
122.57 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
110.92 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
112.99 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
118.55 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
124.02 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
121.52 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
123.54 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
111.40 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
111.54 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
119.03 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
123.54 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
121.52 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
123.62 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
111.88 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
112.99 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
121.52 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
123.54 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
122.97 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
124.02 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
110.92 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
