power.draw [W], uuid
86.98 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
83.17 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
44.03 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
45.00 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
86.43 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
82.68 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
43.54 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
45.00 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
71.03 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
67.74 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
60.92 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
61.89 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
70.55 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
67.25 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
60.92 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
61.89 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
70.55 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
66.77 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
60.92 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
61.93 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
70.55 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
66.77 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
60.92 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
61.89 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
70.06 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
66.77 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
60.92 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
61.93 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
121.04 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
125.07 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
106.02 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
107.68 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
122.97 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
121.28 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
106.09 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
104.78 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
122.49 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
127.56 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
106.09 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
106.23 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
122.01 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
126.68 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
108.50 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
106.09 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
121.44 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
120.00 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
107.06 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
109.13 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
122.97 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
121.68 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
109.95 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
108.58 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
120.96 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
122.65 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
108.50 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
109.54 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
122.49 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
118.15 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
108.99 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
104.71 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
122.49 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
121.68 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
109.95 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
107.13 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
122.49 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
122.57 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
109.95 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
109.61 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
121.93 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
124.58 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
108.43 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
107.13 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
122.49 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
123.22 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
108.02 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
