power.draw [W], uuid
44.51 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
44.51 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
44.51 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.85 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.41 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.85 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
61.89 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
