power.draw [W], uuid
81.61 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
46.48 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
81.66 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
46.48 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
69.10 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
64.35 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
89.33 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
86.07 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
89.33 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
86.55 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
91.26 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
86.07 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
91.26 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
86.55 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.30 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
89.82 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.78 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.78 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
91.26 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
86.55 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
91.26 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.52 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
91.75 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.78 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
91.26 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.52 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
91.75 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.52 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.78 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
88.00 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.78 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
92.23 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.52 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
89.82 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.52 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.30 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
88.00 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
91.75 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
87.52 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.30 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
88.48 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
91.26 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
88.00 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.78 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
88.00 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.30 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
88.00 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
90.30 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
88.48 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
