power.draw [W], uuid
88.37 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
47.93 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
88.37 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
47.93 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
73.45 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
67.74 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
72.96 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
67.74 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
72.96 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
67.74 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
72.96 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
67.74 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
72.96 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
67.74 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
79.24 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
71.61 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
126.74 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
125.07 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
128.76 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
124.58 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
127.31 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
124.10 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
127.71 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
125.55 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
127.23 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
125.07 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
131.08 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
125.55 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
128.67 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
126.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.64 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
126.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.64 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
126.51 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.15 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
126.51 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.72 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
124.98 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
130.12 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
126.51 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.72 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
126.51 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
130.12 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
126.03 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
127.71 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
125.46 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
128.67 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
127.96 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.72 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
127.00 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
130.20 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
127.48 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
128.67 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
127.96 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
131.08 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
125.55 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.72 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
128.45 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
131.65 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
127.88 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
131.08 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
127.96 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
130.60 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
128.45 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
130.69 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
127.96 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.15 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
127.96 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.15 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
128.93 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.55 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
128.93 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.64 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
126.91 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
127.71 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
126.91 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
130.12 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
128.45 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
128.19 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
128.84 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
130.69 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
128.93 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.72 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.33 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.15 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.33 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.15 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.89 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
128.76 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
128.93 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
131.08 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.41 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
131.17 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.81 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.64 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.41 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.64 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
130.29 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.64 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.89 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
128.27 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.41 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.15 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.41 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
131.65 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
130.38 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.24 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.89 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
129.64 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
130.38 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
128.27 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
130.38 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
131.08 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
130.29 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
127.71 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
129.41 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
130.69 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
