power.draw [W], uuid
83.96 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
90.36 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
87.88 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
88.91 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
77.74 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
84.13 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
44.48 W, GPU-82ead1cb-2b5e-4cd9-eca7-57852f14c5a2
51.29 W, GPU-8bc93214-717a-3018-1e76-10a2db8de0c2
83.54 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
90.36 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
87.88 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
88.91 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
77.74 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
83.65 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
44.48 W, GPU-82ead1cb-2b5e-4cd9-eca7-57852f14c5a2
51.29 W, GPU-8bc93214-717a-3018-1e76-10a2db8de0c2
52.22 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
71.12 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
54.67 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
54.67 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
51.77 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
52.77 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
44.03 W, GPU-82ead1cb-2b5e-4cd9-eca7-57852f14c5a2
51.32 W, GPU-8bc93214-717a-3018-1e76-10a2db8de0c2
72.48 W, GPU-82c3aeea-dc79-bdc3-5045-eeb676fdc407
75.91 W, GPU-ec98bbdd-6a32-79f1-18fc-6b3d8cc17fb3
71.08 W, GPU-d4c45d4e-9056-889b-8b14-f66c65b59c97
71.56 W, GPU-667ce00f-38d7-02f9-ed7c-b758ce7c2ece
65.71 W, GPU-00bbd141-6465-f4f4-9c32-31f5b25d8dfd
71.56 W, GPU-90f871c5-d37f-ab08-9555-eddae7990935
60.92 W, GPU-82ead1cb-2b5e-4cd9-eca7-57852f14c5a2
