power.draw [W], uuid
84.50 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
88.00 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
82.57 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
83.11 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
84.50 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
88.00 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
82.57 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
83.11 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
84.02 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
87.52 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
82.09 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
82.63 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
84.02 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
59.07 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
82.09 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
72.53 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
69.58 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
72.58 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
79.73 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
72.53 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
69.58 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
72.58 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
67.16 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
72.53 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
69.63 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
72.09 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
67.16 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
72.53 W, GPU-6cda1891-7346-b980-b203-9564fff6891e
69.58 W, GPU-64b38594-acc2-aaa9-8fd0-d4f12b4e2375
72.09 W, GPU-fceded84-9213-a231-e3e3-93fe3be64288
67.16 W, GPU-241ce9c5-21c8-01b5-3abb-ed454f602e1e
