power.draw [W], uuid
84.99 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
85.58 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
42.58 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
44.03 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
84.50 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
85.10 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
42.58 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
44.03 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
71.51 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
68.71 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
58.99 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
60.44 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
70.06 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
68.71 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
59.47 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
60.92 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
70.06 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
68.22 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
58.99 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
60.44 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
69.58 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
68.22 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
58.99 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
60.44 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
69.58 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
67.74 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
58.99 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
60.44 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
69.10 W, GPU-f0deb42b-8a4b-e9ef-cdfe-95ead8ca4716
67.74 W, GPU-4aa2d871-65ce-73ab-4ddc-2337f0cf1afa
58.99 W, GPU-3e852619-503a-84f4-5918-194a229a78d2
60.44 W, GPU-3dce3025-f546-0ebb-c48a-9465ef5b86ee
