/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220601/hwmetrics/results.instance-20220601-1914,23.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;15.184977
1;SP GFLOPS;0.625276
1;DP GFLOPS;7.000161
1;x87 GFLOPS;0.0
1;IPC;1.228253
1;Average CPU Frequency;2886342900.198465
1;Total Thread Count;
1;CPU Time;12.911566
0;Effective Physical Core Utilization;1.3% (0.849 out of 64)
1;Effective Logical Core Utilization;0.7% (0.850 out of 128)
0;Memory Bound;26.1
1;Cache Bound;16.9
1;DRAM Bound;7.0
1;NUMA: % of Remote Accesses;1.0
0;Vectorization;88.7
1;Instruction Mix;
2;SP FLOPs;1.8
3;Packed;96.7
4;128-bit;0.0
4;256-bit;86.2
4;512-bit;10.5
3;Scalar;3.3
2;DP FLOPs;24.4
3;Packed;88.1
4;128-bit;0.0
4;256-bit;0.0
4;512-bit;88.1
3;Scalar;11.9
2;x87 FLOPs;0.0
2;Non-FP;73.8
1;FP Arith/Mem Rd Instr. Ratio;1.247596
1;FP Arith/Mem Wr Instr. Ratio;4.821384
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../src/lmp_intel_cpu_intelmpi" "-in" "in.rhodo.scaled_2048" "-pk" "intel" "0" "omp" "1" "mode" "double" "-sf" "intel" 
1;Operating System;5.13.0-1028-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;MPI Process Rank;7
1;Computer Name;instance-20220601-1914
1;Result Size;3286267
1;Collection start time;22:45:07 01/06/2022 UTC
1;Collection stop time;22:45:22 01/06/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593979083
2;Logical CPU Count;128
