TAG,EXEC_TIME,PERFORMANCE,POWER
64.64.64x_64n_1ppn_1ont_p210,81.08596839904786,55.4849456,492.45793959731543
64.64.64x_64n_1ppn_2ont_p210,80.05350785255432,56.6643496,493.05400671140944
64.64.64x_64n_ssocket_1ont_p210,101.98794641494752,28.2376502,249.27223657770801
64.64.64x_64n_ssocket_2ont_p210,875.4042125940323,0.8165551000000001,242.69745430763106
64x_128n_1ppn_1ont,106.99836134910583,55.037815,
64x_128n_1ppn_1ont_p220,107.2481119632721,55.214936,490.5789795918368
64x_16n_1ppn_8ont,68.12968420982361,61.275321,
64x_16n_1ppn_8ont_p220,69.23545789718628,60.411682,494.0154166666667
64x_16n_2ppn_4ont,67.48909568786621,60.455706,
64x_16n_2ppn_4ont_p220,67.60873603820801,60.316031,493.81625
64x_1n_1ppn_128ont_p220,60.80491852760315,26.198702,493.39208333333335
64x_2n_2ppn_32ont,65.1069848537445,62.666511,
64x_2n_2ppn_32ont_p220,62.206302881240845,62.485184,492.991875
64x_32n_1ppn_4ont,72.71542978286743,59.8496,
64x_32n_1ppn_4ont_p220,73.34731268882751,59.335935,492.5497916666667
64x_32n_2ppn_2ont,73.02590942382812,59.213701,
64x_32n_2ppn_2ont_p220,70.73163175582886,59.060853,492.09
64x_4n_1ppn_32ont,64.44745349884033,61.818735,
64x_4n_1ppn_32ont_p220,64.38832640647888,61.325934,494.5864583333333
64x_4n_2ppn_16ont,64.5117621421814,63.845062,
64x_4n_2ppn_16ont_p220,64.96771740913391,63.439276,493.615
64x_64n_1ppn_2ont,79.81500816345215,57.220923,
64x_64n_1ppn_2ont_p220,79.54085683822632,57.077119,490.7052083333333
64x_64n_2ppn_1ont,80.99420523643494,55.562964,
64x_64n_2ppn_1ont_p220,81.6531913280487,55.096451,489.90791666666667
64x_8n_1ppn_16ont,65.11456727981567,61.657825,
64x_8n_1ppn_16ont_p220,65.81914353370667,61.588309,495.1147916666667
64x_8n_2ppn_8ont,64.48862218856812,61.958582,
64x_8n_2ppn_8ont_p220,64.06335663795471,61.81339,493.9654166666666
