/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220601/hwmetrics/results.instance-20220601-1914,6.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;5.129839
1;SP GFLOPS;1.689561
1;DP GFLOPS;0.168356
1;x87 GFLOPS;0.0
1;IPC;1.291239
1;Average CPU Frequency;2997284685.941153
1;Total Thread Count;
1;CPU Time;4.454948
0;Effective Physical Core Utilization;1.4% (0.879 out of 64)
1;Effective Logical Core Utilization;0.7% (0.868 out of 128)
0;Memory Bound;26.5
1;Cache Bound;12.5
1;DRAM Bound;15.7
1;NUMA: % of Remote Accesses;0.3
0;Vectorization;46.9
1;Instruction Mix;
2;SP FLOPs;7.3
3;Packed;61.5
4;128-bit;4.7
4;256-bit;48.4
4;512-bit;8.3
3;Scalar;38.5
2;DP FLOPs;2.7
3;Packed;7.8
4;128-bit;0.0
4;256-bit;0.0
4;512-bit;7.8
3;Scalar;92.2
2;x87 FLOPs;0.0
2;Non-FP;90.0
1;FP Arith/Mem Rd Instr. Ratio;0.369503
1;FP Arith/Mem Wr Instr. Ratio;0.976743
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../src/lmp_intel_cpu_intelmpi" "-in" "in.chain.scaled_2048" "-pk" "intel" "0" "omp" "1" "mode" "single" "-sf" "intel" 
1;Operating System;5.13.0-1028-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;MPI Process Rank;4
1;Computer Name;instance-20220601-1914
1;Result Size;3286262
1;Collection start time;23:20:45 01/06/2022 UTC
1;Collection stop time;23:20:50 01/06/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593979121
2;Logical CPU Count;128
